Datum export;20230126 08:55;;;StationsCode;NL01485;NL01487;NL01488;NL01489;NL01491;NL01493;NL01494;NL01495;NL01496;NL01912;NL01913;NL10131;NL10136;NL10138;NL10230;NL10240;NL10247;NL10404;NL10418;NL10444;NL10448;NL10449;NL10538;NL10636;NL10641;NL10643;NL10644;NL10738;NL10741;NL10742;NL10821;NL10934;NL10937;NL10938
PM2.5;uur;µg/m³;20220801 12:00;20220801 13:00;3.6;4.4;4.7;4.3;4.1;4.5;4.3;5.4;5.7;4.1;2.6;4.445;5.731;9.464;0.118;5.806;1.999;3.902;4.954;8.088;4.697;12.796;1.117;6.057;2.612;8.778;12.983;7.297;3.957;7.974;3.44;0.627;4.911;3.604
PM2.5;uur;µg/m³;20220801 13:00;20220801 14:00;3.7;4;4.2;4.8;3.6;4.2;3.6;5.1;4.6;5;3.2;6.648;8.598;8.906;2.673;5.844;0.795;2.917;3.887;8.49;2.764;9.112;4.743;5.202;3.65;5.01;10.307;5.541;-1.909;8.847;1.601;0.768;2.941;3.472
PM2.5;uur;µg/m³;20220801 14:00;20220801 15:00;3.7;3.8;4.2;4.7;3.9;3.5;4.5;4.4;4.5;4.9;2.8;4.071;6.896;6.697;9.582;4.015;8.808;3.217;2.338;6.814;3.294;9.376;3.73;5.87;3.45;1.711;11.503;5.613;0.973;4.72;2.945;0.708;3.752;4.19
PM2.5;uur;µg/m³;20220801 15:00;20220801 16:00;3.8;3.7;3.6;4.6;4.5;3.9;5.1;3.4;3.9;4.6;2.4;3.916;3.787;2.897;4.776;4.82;13.149;-0.396;3.943;8.798;3.495;8.592;4.316;4.289;3.754;1.635;6.793;7.397;8.925;6.169;3.104;1.292;3.448;7.887
PM2.5;uur;µg/m³;20220801 16:00;20220801 17:00;3.8;3.8;3.6;4.4;3.8;3.6;3.9;2.4;2.5;4.2;3.3;3.291;0.95;2.222;4.66;4.863;6.858;0.622;2.892;6.273;6.502;6.783;5.305;3.363;4.922;3.823;3.762;3.623;12.992;3.14;2.147;1.811;4.615;5.378
PM2.5;uur;µg/m³;20220801 17:00;20220801 18:00;3.3;3.8;3.7;4.3;3.9;3.7;4.2;2.7;1.7;4.3;3.5;6.811;7.692;2.133;4.834;5.342;14.502;-1.125;0.777;4.159;4.041;7.211;3.955;3.132;2.569;4.166;3.344;3.681;9.876;3.867;1.312;5.46;3.59;4.781
PM2.5;uur;µg/m³;20220801 18:00;20220801 19:00;3.5;4.5;4.4;4.1;3.1;3.4;3.7;2.4;1.9;4.3;3.8;5.62;6.558;2.951;2.381;8.857;-0.37;-1.19;0.336;3.308;2.694;6.593;3.651;3.607;3.517;1.754;1.191;3.591;2.723;6.469;-0.071;4.549;3.76;5.7
PM2.5;uur;µg/m³;20220801 19:00;20220801 20:00;3.9;4.7;4.1;3.3;3.3;3.9;3.5;2.4;3.8;3.6;8.6;4.626;3.029;4.27;3.783;5.692;-8.921;-1.653;2.169;3.085;3.759;7.322;2.828;1.138;3.113;0.935;-1.073;-0.301;-2.74;6.076;-0.213;1.257;4.952;3.901
PM2.5;uur;µg/m³;20220801 20:00;20220801 21:00;4.1;3.8;3.5;2.6;3.1;3.3;3.6;2.1;7.7;3.1;15.4;4.612;5.818;7.181;7.349;3.633;-0.169;;4.769;5.075;4.521;8.651;1.833;5.346;0.665;5.084;;0.003;7.242;3.581;1.25;2.664;7.077;6.353
PM2.5;uur;µg/m³;20220801 21:00;20220801 22:00;3.5;3.7;3.2;2.1;3;2.7;3.5;2.7;2.8;2.9;7.9;7.787;7.15;9.611;8.729;2.642;7.74;-4.741;3.118;7.202;3.316;7.794;3.047;11.807;8.994;5.433;;1.342;5.546;5.262;4.979;1.743;5.893;3.417
PM2.5;uur;µg/m³;20220801 22:00;20220801 23:00;2.8;3.9;3.8;2.6;2.7;2.8;3.2;2.9;3.4;2.9;6;7.304;6.226;6.164;10.464;8.186;2.242;0.465;2.409;6.58;2.128;9.504;3.721;6.481;6.119;4.329;0.47;8.837;5.828;5.307;1.871;-0.316;8.065;-1.313
PM2.5;uur;µg/m³;20220801 23:00;20220802 00:00;3.1;3.2;3.8;2.9;2.8;3;3.2;2.8;3.2;3.2;8.1;4.985;5.931;2.891;8.489;5.052;8.141;2.123;2.654;8.409;0.569;7.212;3.468;7.215;1.882;4.153;2.23;14.119;8.062;3.843;-2.341;-0.613;7.633;4.122
PM2.5;uur;µg/m³;20220802 00:00;20220802 01:00;2.9;3.5;3.7;3.1;2.9;2.9;3.6;3.3;4;3.2;5.5;5.378;5.619;1.38;14.384;4.298;9.161;3.5;4.061;7.122;-0.167;7.561;3.027;5.891;3.292;2.266;6.061;11.777;10.052;3.57;-1.091;0.094;5.39;3.147
PM2.5;uur;µg/m³;20220802 01:00;20220802 02:00;3.1;3.1;3.4;2.7;2.9;2.7;3.6;4;3.8;2.9;5.2;7.358;6.881;2.356;3.696;7.982;5.427;1.758;3.962;4.736;1.914;9.19;3.128;4.263;4.837;12.845;4.789;6.882;8.955;5.161;1.538;3.879;6.072;2.541
PM2.5;uur;µg/m³;20220802 02:00;20220802 03:00;3.2;2.9;3.2;2.5;2.9;3;3.4;4.7;3.6;2.7;6.4;8.136;5.449;5.515;4.54;7.823;5.094;4.142;3.801;3.361;2.668;7.49;3.518;10.944;2.006;6.162;1.237;5.146;6.576;10.288;3.296;2.914;5.653;4.304
PM2.5;uur;µg/m³;20220802 03:00;20220802 04:00;3.2;3;3.3;2.5;2.9;2.9;3.1;3.4;3.4;2.8;12.9;8.037;3.672;11.846;6.722;7.547;4.486;4.498;4.098;7.915;3.68;6.681;2.328;8.48;3.93;4.854;5.605;11.483;2.976;6.845;4.389;0.452;4.944;6.022
PM2.5;uur;µg/m³;20220802 04:00;20220802 05:00;3.4;2.9;3.2;2.7;3.2;2.8;3.5;3.7;4;2.9;14.5;7.854;5.985;7.813;8.857;7.079;4.172;2.644;3.913;7.131;4.744;9.435;4.807;7.705;3.886;7.283;4.513;6.954;8.63;6.051;4.226;0.922;7.146;8.235
PM2.5;uur;µg/m³;20220802 05:00;20220802 06:00;4;3.7;3.8;3.5;4.4;3.8;4.4;5.1;5.6;3.3;13.5;11.179;4.778;3.43;7.252;5.887;5.084;2.573;4.726;7.011;3.521;15.129;4.146;4.612;5.639;5.984;5.787;6.356;6.87;9.896;1.571;4.474;8.008;5.502
PM2.5;uur;µg/m³;20220802 06:00;20220802 07:00;5.7;5.2;6;5.2;6.2;5.7;6.2;7;10.4;4.8;10.8;16.863;5.414;4.001;10.003;8.438;9.043;2.269;6.747;11.581;6.592;20.666;16.06;5.922;6.274;8.867;4.931;5.016;6.163;9.425;4.696;5.745;5.365;9.229
PM2.5;uur;µg/m³;20220802 07:00;20220802 08:00;11.1;12.8;10;9.4;10.5;10;12.5;16.9;19;9.5;9.3;12.747;8.329;8.634;15.217;14.355;18.039;25.262;10.395;21.362;9.376;14.276;11.346;15.09;5.591;7.124;16.119;4.912;8.124;6.57;9.984;5.303;6.836;6.354
PM2.5;uur;µg/m³;20220802 08:00;20220802 09:00;13.5;11.7;12.7;12.7;15.1;13.3;15.2;17.6;18.5;12.7;9.1;8.688;6.267;14.286;5.55;12.287;14.511;14.462;11.238;22.244;10.19;21.901;6.437;18.99;5.948;6.674;20.705;7.04;10.758;8.313;9.807;3.683;12.012;7.31
PM2.5;uur;µg/m³;20220802 09:00;20220802 10:00;9.5;9.7;10.5;11.1;9;9.2;9.3;12.9;16.1;10.7;6.9;7.615;5.344;2.375;2.052;12.924;7.975;9.415;7.814;16.285;8.118;4.098;6.115;11.601;6.71;4.988;15.932;7.826;11.856;7.59;5.35;1.014;14.874;7.894
PM2.5;uur;µg/m³;20220802 10:00;20220802 11:00;6.4;7.2;7.9;5.9;6.2;7.2;7.3;9.5;15.2;5.5;5.3;9.827;8.33;5.816;9.494;9.415;1.198;7.34;;11.885;4.704;12.316;7.072;11.219;8.906;7.302;8.216;5.051;11.346;5.517;2.105;2.04;5.98;3.398
PM2.5;uur;µg/m³;20220802 11:00;20220802 12:00;6.9;6.7;7.2;5.1;7.1;5.3;7.7;8.7;11.3;4.8;6.3;5.637;7.905;4.129;5.472;7.277;8.788;5.218;5.859;13.149;4.845;14.315;9.876;7.324;4.91;5.209;8.447;2.823;5.531;1.916;2.819;2.037;6.62;0.079
PM2.5;uur;µg/m³;20220802 12:00;20220802 13:00;7.9;5.7;5.9;4.7;7.8;6.4;7.6;5;8.7;4.9;6.4;2.343;4.379;5.307;1.072;5.373;1.299;2.813;4.649;12.483;5.732;7.531;9.19;6.548;6.88;0.394;6.892;3.785;2.257;1.975;3.438;4.099;3.788;2.879
PM2.5;uur;µg/m³;20220802 13:00;20220802 14:00;5.1;5.2;5.7;5.4;5.7;5.4;5.7;5;9.2;5.4;3.8;2.481;5.174;1.3;3.837;8.101;-2.249;1.397;5.645;8.508;5.387;9.886;4.66;5.553;5.702;1.183;7.417;1.108;4.055;3.499;3.706;6.321;8.683;3.086
PM2.5;uur;µg/m³;20220802 14:00;20220802 15:00;5.4;4.5;4.5;4.5;5.8;5.8;6.2;6.4;6.5;4.2;3.6;2.846;4.517;-2.304;3.714;4.689;-1.752;5.148;5.453;6.726;5.084;10.797;4.712;4.965;2.788;3.251;8.984;-0.468;5.096;3.217;4.439;12.404;7.056;3.003
PM2.5;uur;µg/m³;20220802 15:00;20220802 16:00;6.2;5.1;5;4.3;5.4;5.4;5.8;6;5.8;4.3;3.4;3.258;2.862;1.292;2.51;5.54;-2.133;3.377;4.544;12.61;9.141;8.554;5.378;3.959;2.79;1.165;8.256;2.95;8.065;1.903;1.645;9.131;7.76;8.372
PM2.5;uur;µg/m³;20220802 16:00;20220802 17:00;5.2;5.1;4.9;4.5;4.9;5.4;5.3;5.5;7;4.5;3.1;3.659;1.964;4.601;3.536;5.088;-1.126;4.204;3.861;9.513;7.265;8.483;6.603;4.582;3.209;1.007;5.51;3.038;3.903;3.943;0.986;11.336;9.131;11.689
PM2.5;uur;µg/m³;20220802 17:00;20220802 18:00;5.4;5.7;5.2;4.4;5.4;5.8;6.1;6;4.8;4.3;4;3.253;1.545;2.163;3.78;4.74;-2.423;4.686;4.301;6.863;4.196;7.116;9.053;3.64;3.172;3.07;1.151;2.768;4.45;4.796;0.376;6.339;7.5;8.373
PM2.5;uur;µg/m³;20220802 18:00;20220802 19:00;5.3;6.7;6.2;5.7;5.8;7.1;5.9;3.2;3.7;5.7;8;2.75;2.836;1.105;5.095;5.629;-1.5;2.265;5.27;6.812;3.741;9.66;6.994;1.664;2.501;3.892;1.084;3.143;6.469;3.78;0.133;4.279;4.179;6.181
PM2.5;uur;µg/m³;20220802 19:00;20220802 20:00;4.5;5.3;5;4.9;4.6;5.6;4.6;2.5;2.9;4.7;6.6;1.978;2.041;1.448;4.611;3.849;-2.521;0.447;5.03;4.001;3.412;7.896;3.897;4.452;5.496;4.549;-1.242;5.815;4.837;5.743;2.267;4.702;16.344;8.4
PM2.5;uur;µg/m³;20220802 20:00;20220802 21:00;2.7;3.9;3.9;3.5;3.4;4.3;3.8;2.4;4;3.5;6.5;7.167;3.508;0.403;3.719;3.994;-5.204;0.138;3.863;2.146;1.23;6.106;1.97;7.969;5.363;7.609;-3.852;6.923;6.815;4.583;1.493;4.628;8.137;7.492
PM2.5;uur;µg/m³;20220802 21:00;20220802 22:00;2.5;3.3;3.5;2.7;3.2;3.9;3.1;3.6;4.9;2.7;10.3;8.062;3.568;2.481;3.181;7.483;-9.47;-0.901;4.554;5.299;-0.512;7.255;-1.371;9.023;4.378;7.512;-1.854;8.088;3.667;6.231;1.943;1.595;5.187;7.857
PM2.5;uur;µg/m³;20220802 22:00;20220802 23:00;4;3.8;4.2;2.9;4.7;5.3;5;5.6;6.4;3;8;8.076;6.78;3.471;6.583;7.626;17.059;-1.067;4.364;6.983;3.23;6.412;-1.68;6.017;1.854;6.596;-2.993;5.517;3.541;7.885;1.351;0.334;2.931;7.402
PM2.5;uur;µg/m³;20220802 23:00;20220803 00:00;5.9;4.9;5.4;3.5;6.7;6;6.9;6;7.4;3.6;5.5;6.763;4.944;6.031;5.946;6.658;4.476;2.37;4.483;5.656;3.012;11.385;-0.496;3.938;0.345;5.421;;5;3.72;5.327;2.015;0.703;0.602;4.654
PM2.5;uur;µg/m³;20220803 00:00;20220803 01:00;5.9;5.4;6.3;3.8;7.6;7.1;7.4;6.7;8.3;4;5.1;8.033;3.825;6.818;7.033;5.903;1.147;2.83;8.218;11.405;6.139;9.758;0.769;5.044;5.495;2.992;-0.277;4.472;3.177;3.593;2.548;2.219;3.673;6.012
PM2.5;uur;µg/m³;20220803 01:00;20220803 02:00;5.2;4.6;5.1;4.4;7.1;5.7;6.6;7.8;9.6;4.5;4.6;5.584;6.23;4.226;4.199;6.509;-4.299;4.146;6.251;8.867;3.495;7.225;3.548;6.536;3.46;6.203;6.059;2.947;1.573;8.158;9.455;2.87;4.6;4.392
PM2.5;uur;µg/m³;20220803 02:00;20220803 03:00;5.9;5.6;5.8;5.4;6.6;5.8;6.9;6.7;10.7;5.5;5.9;8.247;3.245;1.607;10.621;3.2;8.906;5.04;6.843;5.152;2.012;10.121;4.497;4.197;3.769;6.218;5.288;2.779;2.229;10.239;6.126;1.896;2.544;2.382
PM2.5;uur;µg/m³;20220803 03:00;20220803 04:00;6.9;6.2;6.9;6.4;7.5;6.6;7.8;7.3;11;6.8;7.3;7.034;0.205;2.867;5.291;3.099;-0.622;9.562;6.105;2.899;3.602;10.239;3.095;4.799;7.778;3.607;3.776;2.933;3.43;6.227;2.034;2.76;4.847;5.12
PM2.5;uur;µg/m³;20220803 04:00;20220803 05:00;7.3;7.1;7.7;7;7.4;7.2;7.9;8.3;9;6.8;6.2;10.493;2.629;2.547;12.512;5.389;-1.111;7.786;8.627;5.639;6.404;11.611;3.859;7.793;5.646;5.852;2.838;3.003;3.137;6.465;3.426;2.023;9.17;7.875
PM2.5;uur;µg/m³;20220803 05:00;20220803 06:00;8.1;7.7;8.5;7.5;8.3;8.4;8.3;8.9;9;7.4;6.2;9.2;6.71;-0.806;8.437;7.762;3.82;3.937;6.481;8.657;5.015;11.072;6.567;8.144;3.65;10.444;4.303;4.81;4.477;10.033;4.829;5.065;5.834;3.481
PM2.5;uur;µg/m³;20220803 06:00;20220803 07:00;8.5;8.5;9.3;8.9;9.8;9.2;9.6;8.9;11;8.5;7.1;18.755;9.513;13.394;5.64;7.655;12.63;3.78;12.326;12.012;12.689;14.521;8.097;9.151;4.903;10.729;8.57;10.444;5.662;10.954;4.815;2.923;7.144;8.847
PM2.5;uur;µg/m³;20220803 07:00;20220803 08:00;13.7;12.2;13.9;11.9;14.5;13.1;14.7;11.6;11.7;12.4;8.6;8.35;7.291;9.229;9.2;11.258;2.457;6.384;10.562;15.942;10.17;17.5;9.856;12.463;9.151;9.572;11.914;8.077;8.08;10.631;6.896;2.819;9.347;10.856
PM2.5;uur;µg/m³;20220803 08:00;20220803 09:00;15.6;16.8;19.2;17.7;17.1;16.4;16.6;14.2;13.5;17.8;9.2;7.826;4.342;5.121;7.557;11.767;0.198;10.699;15.217;11.777;13.355;15.227;5.925;10.219;8.1;8.052;8.119;7.336;6.43;12.836;7.092;5.947;14.335;5.733
PM2.5;uur;µg/m³;20220803 09:00;20220803 10:00;16.7;15.4;17.1;17.3;18.7;15.6;17.9;15;11.7;16.8;10.2;6.786;3.931;8.584;10.503;12.914;8.004;6.486;12.228;6.842;13.081;18.088;11.875;8.347;11.346;10.435;13.11;11.258;12.483;10.68;4.413;7.434;8.688;8.494
PM2.5;uur;µg/m³;20220803 10:00;20220803 11:00;17.1;14.8;16.5;14.8;16.8;15.5;17.2;15.1;10.1;14.3;10.6;5.353;4.911;3.75;6.666;12.747;9.406;10.121;16.364;9.278;9.866;15.364;9.121;14.364;15.07;9.376;13.845;8.039;7.106;11.248;5.445;6.115;10.562;7.982
PM2.5;uur;µg/m³;20220803 11:00;20220803 12:00;15.5;14.5;14.9;11.6;16.7;15.5;16.9;11.4;10.2;11.6;9.3;3.754;2.663;-0.199;13.247;7.878;6.956;11.228;12.032;9.925;9.386;17.52;7.473;11.395;14.1;7.407;13.943;15.972;6.838;13.6;5.133;11.679;6.093;6.593
PM2.5;uur;µg/m³;20220803 12:00;20220803 13:00;13.7;13.1;14.3;12.1;14.5;14;14.4;9.5;11;12.3;7.4;11.669;1.617;6.514;9.366;6.948;1.602;7.481;12.13;7.225;10.993;16.334;14.668;11.072;14.864;8.506;15.286;13.874;14.257;15.442;10.072;11.032;11.15;17.589
PM2.5;uur;µg/m³;20220803 13:00;20220803 14:00;9.3;9.5;9.7;9.8;9.8;9.3;10.5;9.6;11.8;9.9;13.2;10.905;1.446;4.59;5.263;8.202;-1.264;8.827;8.405;9.014;7.163;8.729;10.219;8.539;6.878;7.752;10.729;9.249;12.62;12.551;6.73;12.512;12.708;13.188
PM2.5;uur;µg/m³;20220803 14:00;20220803 15:00;5.9;6.6;6.6;6.6;7.1;6.8;7.6;9;10.4;6.2;10.8;6.607;4.879;4.168;6.697;6.314;1.347;5.058;3.848;17.657;4.092;12.532;7.087;13.061;6.356;6.046;6.821;4.926;6.833;6.697;7.948;15.06;11.307;13.972
PM2.5;uur;µg/m³;20220803 15:00;20220803 16:00;4.3;5;5;5.3;5.1;5.1;5;4.9;7.6;5.5;9.8;7.088;2.877;2.751;4.415;12.914;0.822;4.662;3.28;11.366;8.273;10.582;5.168;6.633;4.247;3.729;4.769;3.026;5.543;5.549;8.043;11.522;9.131;9.641
PM2.5;uur;µg/m³;20220803 16:00;20220803 17:00;4.8;5.9;6;5.2;4.1;5.3;4.4;3.9;5.8;5.2;7.9;5.228;3.058;1.941;4.482;10.885;0.07;2.949;5.93;10.003;10.141;7.898;5.669;4.298;2.367;5.94;3.943;3.326;6.364;9.278;6.888;9.954;10.17;9.327
PM2.5;uur;µg/m³;20220803 17:00;20220803 18:00;4.1;5.6;5.3;5.2;3.9;4.4;4.1;3.4;5.6;5.1;7.4;7.466;2.786;1.61;2.533;12.061;-2.315;2.846;5.813;6.498;4.851;7.365;3.156;6.387;1.031;5.998;4.417;5.855;15.129;5.35;8.031;8.356;9.259;12.571
PM2.5;uur;µg/m³;20220803 18:00;20220803 19:00;4.3;4.9;4.6;5.2;4;4.3;4.3;5.8;7.1;4.9;5.3;9.455;1.749;2.013;1.4;8.403;-3.856;4.708;5.303;4.811;0.564;9.641;1.443;6.393;4.492;4.205;0.632;4.54;6.131;7.311;6.362;6.814;10.052;9.366
