Datum export;20230125 15:06;;;StationsCode;NL01485;NL01487;NL01488;NL01489;NL01491;NL01493;NL01494;NL01495;NL01496;NL01912;NL01913;NL10131;NL10136;NL10138;NL10230;NL10240;NL10241;NL10247;NL10404;NL10418;NL10444;NL10448;NL10449;NL10538;NL10636;NL10641;NL10643;NL10644;NL10738;NL10741;NL10742;NL10821;NL10934;NL10937;NL10938
PM2.5;uur;µg/m³;20220108 05:00;20220108 06:00;3.7;7.4;8;3.7;3.9;4.1;4.5;3.9;3.7;3.9;4.6;16.109;9.445;0.801;12.649;10.454;5.547;12.316;4.431;3.679;5.147;3.3;3.634;4.154;9.866;3.424;7.312;-1.012;12.571;19.353;15.06;14.874;1.296;2.378;-1.1
PM2.5;uur;µg/m³;20220108 06:00;20220108 07:00;3.7;4.8;4.5;3.8;3.9;4.1;4;4.5;3.8;4.1;5.9;15.335;10.043;-0.247;6.437;9.768;5.939;9.631;2.075;6.807;3.968;5.893;4.156;3.679;9.69;2.574;5.76;-3.848;11.258;13.453;15.05;15.354;0.513;2.28;5.512
PM2.5;uur;µg/m³;20220108 07:00;20220108 08:00;3.6;4.5;3.9;4.1;4.1;4.6;4.7;4.1;4.3;4.4;9.3;17.03;9.18;2.794;8.348;13.041;8.085;11.111;1.849;5.95;9.474;5.435;4.054;0.297;9.729;4.506;6.922;-0.227;12.963;16.079;14.374;17.99;2.747;1.633;3.786
PM2.5;uur;µg/m³;20220108 08:00;20220108 09:00;4;4.8;4.3;5.4;4.2;4.6;4.4;3.4;3.3;5.9;8.7;10.787;13.669;9.827;8.808;15.305;11.571;9.709;2.009;11.532;6.15;4.034;2.101;6.476;11.689;4.876;8.286;4.268;8.925;16.579;16.295;10.523;5.12;3.866;6.031
PM2.5;uur;µg/m³;20220108 09:00;20220108 10:00;6.8;8.3;7.6;8.9;5.9;6.8;6.3;5.5;4.6;9.4;9.2;10.386;12.757;8.276;10.954;11.816;12.385;18.5;1.923;9.553;6.435;8.286;7.21;5.865;13.923;7.14;9.876;15.648;16.217;14.423;14.649;13.531;3.736;3.99;6.715
PM2.5;uur;µg/m³;20220108 10:00;20220108 11:00;9;11.8;11;11.8;9.2;10.3;9.9;7.3;5.9;12.3;7.5;14.315;8.818;7.122;15.305;16.491;9.582;17.657;6.58;15.687;5.387;12.512;13.482;5.852;13.639;13.394;13.747;18.98;15.217;12.767;15.648;11.865;1.324;3.15;5.874
PM2.5;uur;µg/m³;20220108 11:00;20220108 12:00;6.4;10.1;8.8;9.3;7.5;8.5;7.6;4.5;4;9.6;8.4;15.58;8.528;9.259;15.991;14.619;7.886;17.461;4.679;9.161;17.726;10.474;12.179;8.47;23.537;11.885;21.126;17.001;15.981;14.325;14.668;17.216;3.414;5.494;7.349
PM2.5;uur;µg/m³;20220108 12:00;20220108 13:00;4.2;6;5.3;5.8;4.1;4.3;4.6;4.6;5.7;6.2;4.6;13.629;6.281;7.054;10.307;6.303;6.442;18.226;3.238;5.257;12.355;5.257;6.781;8.232;17.363;13.316;22.587;17.922;14.472;21.489;10.719;12.346;3.312;10.846;10.827
PM2.5;uur;µg/m³;20220108 13:00;20220108 14:00;3.7;5.7;4.2;4.3;3.9;4.3;4.2;3.8;3.8;4.3;3.8;11.993;4.969;2.842;8.759;11.023;6.405;6.598;7.584;5.178;13.198;8.278;7.505;11.003;13.051;9.18;13.375;5.905;12.042;11.836;11.219;14.335;4.679;11.062;8.333
PM2.5;uur;µg/m³;20220108 14:00;20220108 15:00;4;5;3.7;4.8;4.3;4.2;4.9;3.9;5;4;5.8;6.854;6.044;-0.269;15.511;15.109;6.709;9.856;5.781;5.281;7.209;7.074;4.793;8.925;8.827;6.168;9.817;4.547;9.141;8.818;5.755;10.278;8.589;9.131;8.583
PM2.5;uur;µg/m³;20220108 15:00;20220108 16:00;3.7;4.6;3.5;4.2;4.5;4.1;5.1;3.7;5.5;3.4;7.7;4.257;3.428;0.57;6.717;8.152;4.055;5.344;2.748;3.477;6.095;4.554;4.061;3.415;7.915;6.588;8.935;3.863;3.712;4.255;8.876;7.165;4.364;10.964;11.317
PM2.5;uur;µg/m³;20220108 16:00;20220108 17:00;5.3;6;4.4;4.4;5.7;5;7.4;5.8;7.8;4.2;5.7;6.597;0.577;-1.395;5.558;7.444;3.566;4.015;4.744;4.59;11.895;7.769;9.592;2.547;10.993;2.927;4.409;1.309;2.523;1.661;5.385;3.264;5.923;8.378;7.482
PM2.5;uur;µg/m³;20220108 17:00;20220108 18:00;4.4;7.4;6.1;5.9;6.5;5.9;6.9;5.4;7.5;5.4;4.7;8.277;1.485;-2.933;10.17;4.807;2.668;12.943;3.596;4.536;7.573;5.945;7.207;3.097;8.678;6.869;2.793;3.455;2.736;2.538;2.481;3.13;3.965;3.78;3.696
PM2.5;uur;µg/m³;20220108 18:00;20220108 19:00;3.9;7.2;6;5.3;4.5;5.2;4.7;5.2;6.4;4.7;3.9;4.837;1.767;0.657;5.888;4.535;0.98;8.162;2.258;3.569;8.5;5.264;7.025;4.5;5.572;6.23;10.17;2.351;0.869;4.168;2.777;0.832;1.476;1.946;5.313
PM2.5;uur;µg/m³;20220108 19:00;20220108 20:00;3.5;6.7;5;3.8;3.8;4.7;4.2;4.7;5.3;3.8;3.4;8.867;1.802;0.009;4.135;5.248;3.825;6.571;3.556;2.794;6.137;5.777;4.69;7.627;4.047;2.563;6.39;0.702;0.642;3.019;1.384;1.695;0.315;4.015;10.523
PM2.5;uur;µg/m³;20220108 20:00;20220108 21:00;3.8;6.8;5.4;4.2;4;4.7;4.5;5.4;4.9;4;3.7;6.196;1.786;-3.092;3.336;3.26;3.765;8.029;3.595;9.21;3.139;6.411;13.404;5.012;5.498;3.309;4.828;1.574;2.594;0.401;-0.461;3.121;3.638;5.84;10.856
PM2.5;uur;µg/m³;20220108 21:00;20220108 22:00;3.7;4.4;3.9;5.4;4.3;4;4.7;6.1;4.5;4.9;4.8;4.404;4.93;-4.494;3.474;4.586;4.802;10.395;3.465;5.463;2.98;5.457;7.187;7.412;6.555;2.691;3.768;5.695;2.811;0.411;5.126;1.543;4.676;4.743;7.699
PM2.5;uur;µg/m³;20220108 22:00;20220108 23:00;3.3;4.8;4.3;6.5;4.2;4;4.4;5.2;4.4;5.9;6.3;5.872;2.927;-2.582;4.294;4.042;4.104;8.548;4.889;2.725;3.212;4.829;3.054;5.155;5.311;4.708;6.56;4.721;0.453;2.581;4.579;2.683;2.707;7.527;5.902
PM2.5;uur;µg/m³;20220108 23:00;20220109 00:00;5.5;4;3.4;5.5;4.5;4;4.7;9.5;10.6;4.7;9.3;4.816;-1.029;-1.491;2.367;4.957;1.677;7.407;5.607;5.442;4.245;5.295;2.03;3.691;6.866;3.67;7.36;3.174;1.825;0.845;1.998;2.575;2.41;8.545;6.311
PM2.5;uur;µg/m³;20220109 00:00;20220109 01:00;10.5;10.6;10.1;7.3;11;10.8;12.2;12.7;12.2;7.8;9.9;3.537;5.848;0.168;6.022;5.639;2.84;4.197;4.88;8.335;8.049;7.72;8.935;1.941;14.629;3.405;6.312;5.321;3.505;0.444;2.06;0.419;5.348;6.168;9.278
PM2.5;uur;µg/m³;20220109 01:00;20220109 02:00;12;11.7;11.4;10.3;11.7;11.8;12.9;12.8;11.8;10.6;9.7;2.494;1.741;3.169;5.68;8.173;7.061;9.308;8.837;11.14;9.66;8.245;10.915;4.281;14.051;7.332;5.36;7.239;3.203;2.028;5.527;0.294;5.46;3.986;5.303
PM2.5;uur;µg/m³;20220109 02:00;20220109 03:00;9.8;10.5;10.3;10.2;10.2;10.4;10.9;10.1;9.9;10.3;7.8;5.665;9.611;1.501;8.729;10.346;7.788;12.64;9.131;8.684;10.768;10.797;7.72;6.569;10.699;13.179;8.857;6.493;2.749;5.386;6.543;0.457;4.701;3.753;4.754
PM2.5;uur;µg/m³;20220109 03:00;20220109 04:00;7.3;8.3;8.3;8;8.2;8.3;8.7;7.4;8;8.2;6.7;6.859;6.238;2.467;8.609;7.22;5.394;7.556;5.062;10.591;6.598;8.605;14.139;11.846;15.658;11.954;8.017;7.446;7.129;6.82;5.114;3.95;6.644;3.764;6.232
PM2.5;uur;µg/m³;20220109 04:00;20220109 05:00;5.6;6.5;6;6.1;6.1;6.3;6.8;6;6.9;6.2;6;7.725;8.201;4.52;5.037;6.156;2.351;8.525;2.899;7.624;4.753;6.943;3.69;5.759;13.375;11.023;9.592;8.955;6.984;6.871;7.549;3.767;2.29;2.649;3.561
PM2.5;uur;µg/m³;20220109 05:00;20220109 06:00;5.7;5.6;5.4;5.2;5.5;5.7;6.1;6.2;7.5;5.4;5.4;7.787;8.416;3.303;6.316;6.453;3.874;4.115;3.468;5.029;2.527;8.906;3.868;4.725;9.827;10.533;5.41;6.34;6.404;8.578;17.216;1.004;5.291;2.771;0.371
PM2.5;uur;µg/m³;20220109 06:00;20220109 07:00;5.7;6.3;5.9;5.5;5.9;6;6.4;6.3;7.1;6;5.4;8.634;9.19;7.131;1.165;4.785;6.003;1.386;3.885;5.844;5.671;8.51;8.158;5.244;7.947;6.303;2.877;4.868;7.239;5.996;6.138;5.968;4.435;2.379;3.178
PM2.5;uur;µg/m³;20220109 07:00;20220109 08:00;5.4;6.2;5.4;5.5;5.7;5.8;6.2;6;6.6;5.8;5.6;5.258;10.709;5.031;5.198;7.941;3.419;2.413;5.306;2.87;5.265;10.866;8.557;2.047;7.185;8.916;6.978;4.475;5.811;4.546;5.569;4.699;4.685;4.539;4.161
PM2.5;uur;µg/m³;20220109 08:00;20220109 09:00;5.3;5.9;5.4;5.3;5.4;5.6;6;6;7;5.6;5.1;12.463;10.513;6.884;3.551;7.484;2.444;7.524;6.193;4.266;3.409;6.67;8.749;1.01;10.778;9.072;5.681;6.198;4.572;2.868;2.781;2.597;4.841;4.089;4.766
PM2.5;uur;µg/m³;20220109 09:00;20220109 10:00;6;6.3;5.6;5.7;6;6.1;6.6;6.7;7.4;6;5.9;7.958;6.467;4.301;15.374;7.174;2.085;10.18;3.348;8.23;2.431;8.676;7.518;3.358;6.079;5.953;5.683;3.612;2.193;5.081;7.774;2.573;5.434;3.531;7.683
PM2.5;uur;µg/m³;20220109 10:00;20220109 11:00;6.4;6.8;5.9;5.7;6.1;6.2;6.6;6.7;6.6;5.8;6;7.67;4.606;2.802;3.202;5.659;2.633;7.699;7.146;6.069;8.027;7.054;13.531;1.904;6.234;4.001;8.205;6.633;2.966;4.434;9.004;2.68;4.762;2.332;6.365
PM2.5;uur;µg/m³;20220109 11:00;20220109 12:00;6;6.7;5.8;5.9;6.2;6.3;6.5;7.1;7.2;5.7;7.1;5.404;8.122;3.762;3.852;11.336;6.974;11.562;6.146;4.989;7.555;5.988;6.727;3.234;8.193;4.5;7.991;5.819;4.677;4.484;8.332;2.347;5.378;0.578;3.607
PM2.5;uur;µg/m³;20220109 12:00;20220109 13:00;6.3;7.6;6.5;6.5;6.7;7;7.3;7.5;8;6.7;6.7;4.239;6.089;4.898;2.531;6.698;5.627;12.13;4.938;11.62;9.347;6.896;6.211;8.05;8.214;9.778;13.874;9.719;5.233;3.464;6.299;1.999;3.381;1.497;2.457
PM2.5;uur;µg/m³;20220109 13:00;20220109 14:00;6.1;8.3;6.6;6.8;6.6;6.8;7.3;6.9;7.2;6.9;5.9;9.043;3.661;5.429;2.889;8.017;6.89;12.522;4.017;9.121;6.018;6.075;6.958;6.336;8.017;6.6;6.919;9.141;5.054;3.21;3.608;0.689;5.047;1.874;4.122
PM2.5;uur;µg/m³;20220109 14:00;20220109 15:00;5.8;8.5;6.7;6.4;6.2;6.4;7;6.5;6.6;6.5;5.4;6.783;6.599;4.047;3.955;6.754;3.622;10.925;5.102;5.839;7.511;5.785;6.259;4.2;;6.406;6.117;4.698;2.722;9.896;10.513;-1.138;5.371;4.096;3.06
PM2.5;uur;µg/m³;20220109 15:00;20220109 16:00;5.7;7.2;6.1;5.9;6.4;6.7;6.7;6.3;6.1;5.8;5.2;6.955;7.545;8.354;6.368;3.446;1.669;12.816;3.693;9.033;10.64;9.954;5.419;10.827;11.865;6.919;8.145;7.005;8.262;6.889;6.777;1.22;6;4.139;3.414
PM2.5;uur;µg/m³;20220109 16:00;20220109 17:00;5.7;8.4;6.2;5.9;6.8;8;6.7;5.9;6;6.3;5.8;8.453;8.256;9.435;4.342;4.632;1.657;9.092;2.114;8.328;10.729;8.857;6.815;10.895;10.493;9.572;7.734;5.632;5.235;11.228;9.866;1.686;3.271;3.672;2.174
PM2.5;uur;µg/m³;20220109 17:00;20220109 18:00;5.6;8.4;6.9;6.3;7.7;8;7;5.8;6.1;7.3;8.4;10.317;9.308;5.385;-1.07;2.855;0.22;15.109;3.255;7.983;7;11.542;3.889;10.131;16.618;6.138;8.033;8.609;4.938;6.764;6.757;8.532;3.422;5.626;3.077
PM2.5;uur;µg/m³;20220109 18:00;20220109 19:00;6.9;9.1;8.1;6.9;10.2;8.4;7.8;5.7;5.8;8.7;8.3;6.95;11.65;9.974;11.424;10.405;9.308;25.301;2.531;7.324;4.79;10.317;3.425;4.794;13.786;8.906;11.111;6.165;6.608;4.037;9.141;5.616;6.298;6.783;5.129
PM2.5;uur;µg/m³;20220109 19:00;20220109 20:00;7.4;9.8;8.6;7.5;9.8;9.1;9.2;6.2;6.9;8;9.5;6.591;9.886;8.37;8.788;15.129;5.657;23.919;4.932;8.523;12.571;11.914;7.943;9.043;19.931;12.179;4.707;6.884;8.591;1.36;13.09;9.621;6.944;2.287;6.012
PM2.5;uur;µg/m³;20220109 20:00;20220109 21:00;8.5;11;9.9;7.8;8.4;9.3;9.3;7.1;6.1;8.3;12.1;10.601;16.001;8.692;10.797;15.707;7.607;14.864;6.58;10.533;9.337;12.179;10.493;15.57;14.502;15.903;0.328;5.187;13.247;1.803;12.718;11.993;8.065;-2.248;5.479
PM2.5;uur;µg/m³;20220109 21:00;20220109 22:00;8.6;13.7;11.9;11;10.8;11.1;11.7;9.3;6;11.5;13.6;12.022;14.58;9.474;15.501;16.932;9.484;19.196;11.66;8.442;6.86;9.974;10.954;3.036;9.004;19.402;7.371;3.38;11.63;6.357;12.512;11.356;5.33;-3.066;4.429
PM2.5;uur;µg/m³;20220109 22:00;20220109 23:00;8.3;13.3;11.5;11.3;10.8;11;10.6;10.4;6.6;11.5;17;11.983;16.599;9.376;19.186;24.605;11.493;30.858;8.867;9.229;7.328;10.846;;20.048;9.543;17.579;4.515;1.356;9.023;9.68;11.865;10.944;5.824;-2.673;4.1
PM2.5;uur;µg/m³;20220109 23:00;20220110 00:00;8.4;11.4;10.4;10.6;9.3;10;10.8;9.2;8.2;11.3;22.2;12.238;10.895;5.965;19.862;17.344;14.57;21.352;9.141;10.68;9.768;8.808;-0.405;11.503;7.197;14.462;5.038;2.318;22.645;16.236;12.904;14.266;7.737;3.285;7.42
PM2.5;uur;µg/m³;20220110 00:00;20220110 01:00;9.3;12.4;10.7;10.9;9;10.2;10.6;10.6;10.8;10.7;23;17.197;10.934;6.506;11.944;20.685;15.687;25.781;6.396;10.307;17.187;11.816;-3.089;12.581;8.042;10.856;10.444;7.495;14.531;18.079;16.53;14.051;6.787;10.66;5.54
PM2.5;uur;µg/m³;20220110 01:00;20220110 02:00;10.3;12.3;11;11;9.4;10.6;11;11.8;9.5;11.2;19.9;20.979;10.435;1.746;9.847;24.537;16.079;26.007;11.963;11.493;9.807;22.459;0.342;9.866;15.472;9.053;11.542;5.177;16.04;20.715;20.813;7.598;7.394;6.034;3.34
PM2.5;uur;µg/m³;20220110 02:00;20220110 03:00;11.5;13.3;12.2;11.2;11.2;13.5;12.8;14.4;11.7;11.3;19.7;21.264;11.611;0.927;16.952;24.801;19.206;22.322;7.765;12.473;16.638;11.473;11.434;9.915;17.569;6.771;19.264;3.706;16.579;21.077;20.715;12.218;5.957;3.763;8.423
PM2.5;uur;µg/m³;20220110 03:00;20220110 04:00;13;15;14.2;13.3;13.1;14.9;14.4;14.8;15;14.8;18.5;21.577;8.749;0.224;11.277;27.281;15.364;25.252;6.384;17.549;14.551;14.609;10.15;15.001;18.951;4.314;22.44;4.098;15.531;21.175;22.41;5.773;5.319;2.281;5.55
PM2.5;uur;µg/m³;20220110 04:00;20220110 05:00;13.6;17.3;16.2;15.6;14.1;15.5;15.4;13.6;14.9;16.3;18.1;19.48;10.121;4.273;16.364;24.713;16.942;29.006;8.327;21.626;11.326;18.814;12.983;12.61;16.413;15.932;16.05;5.796;8.678;22.979;24.654;2.37;5.146;5.562;3.884
PM2.5;uur;µg/m³;20220110 05:00;20220110 06:00;15.1;19.5;17.9;17.8;15;15.7;15.6;15.3;15.7;17.1;20.7;22.175;4.731;8.788;24.997;24.968;21.126;29.731;7.102;20.95;16.775;18.686;21.087;12.248;22.89;13.923;17.216;13.316;10.974;22.214;22.753;5.847;8.014;7.998;2.42
PM2.5;uur;µg/m³;20220110 06:00;20220110 07:00;17.2;21.8;19.3;20.1;16.2;18.8;17;15.8;16.7;18.9;20.1;22.351;20.401;8.381;23.665;31.171;18.98;28.584;11.248;22.028;12.571;24.694;24.311;11.895;25.007;16.795;19.617;13.1;12.649;22.273;23.459;17.481;9.954;8.867;0.717
PM2.5;uur;µg/m³;20220110 07:00;20220110 08:00;19.2;22.8;20.6;21.1;19.7;21.6;20.5;17.6;16.1;21;19.2;23.586;8.22;8.896;24.36;25.331;18.725;29.172;9.474;20.029;17.589;26.869;25.193;12.052;24.968;26.781;22.724;13.874;17.383;21.626;21.793;21.136;10.19;16.05;5.313
PM2.5;uur;µg/m³;20220110 08:00;20220110 09:00;21.2;23;21.2;19.6;22.3;23.4;24.5;22.4;18.1;20.4;21.4;20.803;14.11;9.905;19.754;29.153;25.791;23.714;15.501;25.399;;25.987;31.064;8.14;24.027;26.938;23.527;16.667;21.156;22.685;23.322;22.655;15.972;17.981;5.813
PM2.5;uur;µg/m³;20220110 09:00;20220110 10:00;21.7;21.8;20.1;18.8;23;23.8;23.8;23.9;21.3;19.6;24.5;28.829;26.703;12.796;23.714;27.467;23.861;17.981;22.528;25.056;;26.987;30.221;20.999;25.076;25.34;27.379;17.383;24.184;24.664;20.382;18.108;17.275;18.676;12.62
PM2.5;uur;µg/m³;20220110 10:00;20220110 11:00;19.3;21.1;19.5;17.9;21.4;21.7;23.8;22.3;24.9;19.1;22.8;10.435;13.414;11.287;21.028;31.554;22.871;16.07;23.498;17.863;;27.732;30.358;21.038;30.142;24.282;24.909;18.088;27.79;28.222;26.771;19.941;17.334;18.275;15.962
PM2.5;uur;µg/m³;20220110 11:00;20220110 12:00;17.5;21;18.7;18;19.3;19.3;19.8;20.2;21.7;19.3;27.1;8.769;12.63;11.513;27.663;28.32;24.605;17.853;26.663;21.999;;26.624;27.153;24.096;30.035;27.467;32.436;22.969;29.466;23.547;18.363;21.842;22.469;16.667;20.391
PM2.5;uur;µg/m³;20220110 12:00;20220110 13:00;18.2;20.7;19.2;19.7;18.9;18.8;19.6;19;20;20.3;36;7.675;9.063;15.452;28.251;28.28;22.302;17.824;25.301;22.449;;24.527;25.625;22.116;31.191;31.524;28.192;29.76;28.349;28.555;;23.331;20.048;17.01;22.175
PM2.5;uur;µg/m³;20220110 13:00;20220110 14:00;17.6;20;18.4;19.9;18.5;18.4;18.5;19.1;19.9;21.6;32.5;8.565;5.755;10.248;29.986;31.191;24.733;;18.549;21.401;;21.401;23.292;21.656;34.846;29.956;29.672;32.514;34.543;17.099;25.144;20.235;22.792;15.727;13.571
PM2.5;uur;µg/m³;20220110 14:00;20220110 15:00;18.6;21.8;19.9;22.7;18.9;17.7;18.7;20.1;18.1;24.3;35.8;11.326;14.423;13.012;26.271;26.507;16.168;;17.118;19.833;;20.999;27.389;19.539;33.553;29.888;24.997;25.634;29.839;16.736;20.411;23.106;22.93;15.119;15.148
PM2.5;uur;µg/m³;20220110 15:00;20220110 16:00;18;22.8;20.8;22.4;17.5;19.8;17.7;22;23.3;23.1;31.3;8.837;14.864;16.56;17.5;22.841;17.383;;20.627;19.843;;25.301;26.585;24.615;28.369;28.476;25.409;22.655;23.459;17.167;13.022;16.285;22.126;13.041;15.286
PM2.5;uur;µg/m³;20220110 16:00;20220110 17:00;16.5;18.2;16.7;23.9;15.3;15.7;18;19.3;31.7;25.4;11;17.167;7.666;11.13;15.393;39.452;17.667;18.598;20.186;20.293;;14.482;21.891;29.799;24.488;30.534;25.605;19.656;23.282;17.53;21.224;24.184;17.187;21.175;17.716
PM2.5;uur;µg/m³;20220110 17:00;20220110 18:00;17.5;20.7;19;23.9;17.2;19.6;18.4;17.1;39.4;25.3;10.5;13.786;13.953;8.847;9.533;22.469;22.508;18.216;19.647;17.54;;25.095;15.021;26.605;24.929;26.007;24.027;22.567;23.959;11.856;16.383;19.833;18.471;20.156;20.538
PM2.5;uur;µg/m³;20220110 18:00;20220110 19:00;28.2;21.8;19.8;19.9;20.6;21.8;22.7;20.4;15.7;22;11.9;8.847;8.778;12.424;10.229;18.696;17.481;19.99;22.753;18.216;;23.184;34.337;25.125;25.046;21.852;26.193;18.49;26.036;24.086;17.148;26.624;20.107;17.745;18.569
PM2.5;uur;µg/m³;20220110 19:00;20220110 20:00;34.6;24.6;21.1;16.4;34.4;26.3;41;28.1;14.7;15.1;14.6;16.177;14.139;15.599;15.678;18.5;14.619;17.001;39.648;25.693;;32.308;45.685;24.517;30.182;25.595;24.958;8.729;17.559;11.268;10.748;32.014;19.196;21.126;16.266
PM2.5;uur;µg/m³;20220110 20:00;20220110 21:00;21.6;17.1;15.1;13.8;24.3;18.5;26.7;43.4;23.5;11.8;16.3;17.001;11.503;11.17;19.558;20.666;16.03;17.324;42.294;13.747;;16.785;25.527;28.32;16.922;27.447;21.852;5.91;9.063;14.09;11.405;46.41;27.202;26.742;25.762
PM2.5;uur;µg/m³;20220110 21:00;20220110 22:00;13.9;16.7;15;15.7;13.2;13.1;14.2;29.1;33.3;14.7;19.6;12.904;12.071;14.404;12.64;18.745;20.999;16.383;31.74;13.149;;17.706;21.234;27.888;18.03;22.42;15.883;9.758;10.444;15.903;14.276;45.225;22.616;22.763;21.254
PM2.5;uur;µg/m³;20220110 22:00;20220110 23:00;13;16.7;16.3;18.4;16.7;16.7;17.1;19.1;24.7;15.8;17.3;14.747;13.874;12.365;17.941;19.029;9.749;20.999;13.923;15.482;;21.685;22.861;25.203;14.384;18.01;14.355;12.61;8.847;15.482;8.257;33.063;24.145;18.049;22.302
PM2.5;uur;µg/m³;20220110 23:00;20220111 00:00;16.2;21.2;18.7;20.8;17.7;18.4;18.1;21.2;27.2;20.9;16.2;20.323;17.255;15.168;24.586;16.687;11.669;17.804;20.842;19.127;;21.264;25.086;21.861;17.687;19.382;17.177;16.236;10.552;12.218;10.513;32.2;23.39;17.363;20.548
PM2.5;uur;µg/m³;20220111 00:00;20220111 01:00;20.3;19.6;18.8;29.7;18.5;18.2;20.5;25.3;27.2;28.8;16.4;15.031;17.667;18.961;19.353;24.449;23.292;23.919;25.135;21.117;;18.843;29.878;20.989;18.314;20.46;17.794;16.089;13.649;16.746;18.49;32.847;19.617;13.776;25.438
PM2.5;uur;µg/m³;20220111 01:00;20220111 02:00;26;20;19.7;30.2;21.4;20.9;26;28.1;30.1;32.5;19;15.06;22.293;14.453;21.901;27.859;16.687;21.469;24.625;19.215;;21.822;32.338;12.179;24.008;17.344;18.97;16.609;17.961;15.697;14.041;35.65;20.823;15.315;19.931
PM2.5;uur;µg/m³;20220111 02:00;20220111 03:00;26.6;27;26.3;22.2;27;27.3;27.8;32.8;29;20.8;18.8;26.222;17.285;6.604;25.046;29.956;16.119;23.439;30.809;26.85;;24.39;35.199;14.639;23.429;22.89;20.97;19.95;16.52;15.981;19.431;27.83;21.734;17.265;21.028
PM2.5;uur;µg/m³;20220111 03:00;20220111 04:00;27.6;29.7;28.6;23.4;26.7;28.8;28.7;32.9;28.7;23.5;18.4;12.404;24.89;13.747;19.598;27.634;17.53;21.842;28.222;28.427;;33.876;27.594;19.852;20.94;28.006;21.626;20.803;12.875;13.874;13.884;29.319;15.962;18.137;20.293
PM2.5;uur;µg/m³;20220111 04:00;20220111 05:00;29.5;29.2;28.1;25;31.6;30;33.2;32.1;27.3;25.4;18.4;13.659;19.656;12.787;30.848;25.458;18.745;20.519;32.612;25.899;;29.995;33.896;25.193;26.026;31.799;27.271;22.998;14.462;16.373;14.502;31.465;18.676;18.98;18.49
PM2.5;uur;µg/m³;20220111 05:00;20220111 06:00;25.3;24.7;23.9;20.3;26.7;25.3;27.8;28.1;25.7;19.9;16;15.815;22.283;18.088;29.623;24.752;16.746;23.674;30.946;23.782;;25.752;32.161;21.665;28.653;24.047;25.233;15.315;15.011;15.609;18.226;26.448;22.881;20.303;14.423
PM2.5;uur;µg/m³;20220111 06:00;20220111 07:00;19.5;21.6;20.8;19.8;21.3;20.6;20.7;24.7;26.7;19.5;14.2;18.039;18.118;18.049;16.452;19.225;17.05;27.153;30.476;20.274;;19.304;25.899;20.244;26.458;25.34;23.851;18.206;15.139;16.266;18.931;28.398;20.146;17.451;24.106
PM2.5;uur;µg/m³;20220111 07:00;20220111 08:00;18.1;18.7;18;18.9;19;18.5;20.2;20.9;23;18.4;13.4;15.511;25.34;23.782;14.541;17.05;12.267;23.096;21.283;16.893;;16.873;20.979;34.748;26.056;23.459;28.476;16.609;14.756;18.706;18.284;23.478;16.844;21.205;21.597
PM2.5;uur;µg/m³;20220111 08:00;20220111 09:00;15.9;17;16;16.3;16.7;16;19;19;19.1;16.3;15.2;19.911;26.056;15.227;21.724;16.707;13.198;22.783;20.872;13.806;;16.716;25.556;34.053;26.614;25.223;26.281;20.44;16.06;23.145;20.048;25.654;20.078;21.616;23.478
PM2.5;uur;µg/m³;20220111 09:00;20220111 10:00;14.2;16.4;14.9;14.4;15.6;14.8;16.7;18.2;17.4;14.7;18.2;22.626;24.939;14.982;22.489;20.048;13.365;20.872;21.705;15.58;;16.854;21.607;24.507;21.097;20.019;18.833;15.433;14.962;15.736;18.735;24.811;12.463;22.528;23.4
PM2.5;uur;µg/m³;20220111 10:00;20220111 11:00;13.7;15.5;14.4;14.1;14.5;14.5;16.2;16.2;17.6;14.6;19.5;19.157;26.467;19.353;17.765;18.569;11.14;22.44;14.139;14.462;;15.452;19.97;23.812;18.588;17.794;21.881;16.226;22.351;17.108;17.324;25.576;18.892;20.489;27.212
PM2.5;uur;µg/m³;20220111 11:00;20220111 12:00;14.1;15.6;14.3;13.7;14.9;15;16.3;15.5;16.4;13.8;22.6;19.382;28.349;26.556;20.195;15.099;10.288;21.695;13.277;13.1;;18.059;23.096;21.45;24.664;19.323;18.324;11.826;19.568;19.754;17.628;23.665;14.717;16.53;15.57
PM2.5;uur;µg/m³;20220111 12:00;20220111 13:00;15.1;16.3;15;13.8;15.8;17.4;16.6;16.3;16.3;13.8;21.7;24.066;13.404;25.752;21.273;13.835;8.459;17.804;10.631;15.099;;19.353;21.724;21.46;20.127;20.94;19.127;13.639;18.343;19.019;20.391;25.105;12.689;17.785;17.069
PM2.5;uur;µg/m³;20220111 13:00;20220111 14:00;15.6;16.7;15.6;15.4;16.1;17.1;16.4;17.9;16.6;15.1;21.3;17.53;12.493;15.697;14.237;17.471;9.112;13.394;12.973;14.688;;21.803;20.744;21.028;18.539;16.383;14.237;18.667;17.99;14.462;17.069;17.785;17.187;12.738;17.285
PM2.5;uur;µg/m³;20220111 14:00;20220111 15:00;16.3;16.1;15;15.6;16.8;16.8;17.4;19.4;19.6;15.3;19;16.589;11.954;12.522;10.846;15.119;6.965;14.992;20.362;17.794;;18.216;20.754;20.813;16.942;15.589;14.845;12.747;16.079;18.01;17.226;20.989;11.885;15.374;15.903
