Datum export;20230125 17:07;;;StationsCode;NL01485;NL01487;NL01488;NL01489;NL01491;NL01493;NL01494;NL01495;NL01496;NL01912;NL01913;NL10131;NL10136;NL10138;NL10230;NL10240;NL10241;NL10247;NL10404;NL10418;NL10444;NL10448;NL10449;NL10538;NL10636;NL10641;NL10643;NL10644;NL10738;NL10741;NL10742;NL10821;NL10934;NL10937;NL10938
PM2.5;uur;µg/m³;20220203 17:00;20220203 18:00;5.5;8;7.5;8;6.5;6.9;8.7;5.8;6;8.2;9.1;7.154;7.625;8.46;6.815;12.816;8.206;12.228;2.533;7.493;4.526;8.886;4.419;3.276;8.289;8.641;8.984;6.943;11.189;14.482;7.002;3.976;2.86;5.526;3.649
PM2.5;uur;µg/m³;20220203 18:00;20220203 19:00;4.4;6.2;5.7;7.7;5.6;6.2;7;4.4;4.8;7.8;9.5;11.885;12.649;6.002;8.228;14.511;16.344;8.837;2.263;5.964;4.82;11.826;3.823;6.718;10.709;9.239;9.856;7.44;7.118;13.365;15.374;2.842;10.013;6.088;4.142
PM2.5;uur;µg/m³;20220203 19:00;20220203 20:00;6.4;7.5;7.3;8.6;7.4;7.2;8.9;4.8;4.1;8.9;10.4;13.59;11.062;10.885;12.101;14.521;9.778;11.905;4.408;8.498;3.55;11.591;6.757;6.081;14.6;6.694;9.102;6.332;6.092;14.629;25.36;8.6;6.797;9.945;10.611
PM2.5;uur;µg/m³;20220203 20:00;20220203 21:00;8.4;10;9.9;10.3;7.8;8.5;10.7;4.9;4.6;10.5;12.3;11.297;9.709;10.748;18.412;20.039;15.531;12.473;3.559;8.48;3.094;9.366;4.982;5.437;9.386;19.078;12.189;7.42;14.217;15.266;16.511;9.523;8.299;8.974;7.998
PM2.5;uur;µg/m³;20220203 21:00;20220203 22:00;10.3;10.4;10.4;11.3;8;10.4;9.9;4.5;4.3;11.7;14.9;15.717;8.778;8.502;12.502;18.745;14.6;12.561;0.413;6.297;6.576;10.16;7.498;9.043;13.149;11.62;10.797;9.827;13.835;18.108;11.356;8.458;6.518;7.873;8.296
PM2.5;uur;µg/m³;20220203 22:00;20220203 23:00;9.5;9.7;9.7;11.1;6.8;8.4;7.2;4.8;2.3;11.5;14.9;14.11;14.678;10.787;20.391;15.021;18.235;10.474;-0.566;7.019;6.391;11.65;8.886;9.239;15.776;13.825;13.688;10.738;15.599;17.51;19.666;12.875;8.357;9.876;13.512
PM2.5;uur;µg/m³;20220203 23:00;20220204 00:00;10.6;12.6;12.6;12.8;8.6;9.4;9.9;7.2;3.9;13.2;9.4;12.747;11.601;10.513;18.255;19.999;14.854;14.59;0.304;9.102;2.765;10.552;9.876;7.262;8.449;12.287;16.256;10.415;14.903;18.167;17.187;10.905;9.582;9.219;14.355
PM2.5;uur;µg/m³;20220204 00:00;20220204 01:00;12.2;12.8;12.9;14.9;11.5;12.3;12;10.6;6.9;15.6;8.1;20.783;9.386;6.444;16.06;20.323;16.697;18.167;8.994;14.619;7.842;9.543;11.846;5.887;14.962;12.159;15.031;12.208;15.491;16.883;19.627;15.883;10.621;8.896;13.149
PM2.5;uur;µg/m³;20220204 01:00;20220204 02:00;9.9;10.3;10.7;11.4;9.2;9.9;9.4;7.5;8;11.8;7.1;12.767;6.237;2.679;14.629;14.335;13.482;9.366;7.264;11.219;7.72;8.302;8.275;4.522;21.607;16.364;15.139;9.729;17.785;17.814;23.184;15.315;10.954;10.582;9.092
PM2.5;uur;µg/m³;20220204 02:00;20220204 03:00;6.5;7.5;7.7;8.1;6.3;7.1;6.3;6.3;7.4;8.5;6;10.885;10.493;5.196;4.569;8.984;8.955;16.128;4.939;7.365;9.151;5.684;6.273;6.357;15.932;14.433;14.453;8.925;19.656;13.551;23.645;13.051;12.404;10.415;16.109
PM2.5;uur;µg/m³;20220204 03:00;20220204 04:00;5.7;5.6;5.6;5.9;5;5.6;5.1;5;6.2;6.1;4.4;11.532;8.994;7.548;11.973;9.455;5.092;8.609;2.557;5.32;12.306;3.901;5.509;7.918;6.515;8.356;12.061;5.943;18.392;12.306;7.992;13.433;11.836;12.189;13.365
PM2.5;uur;µg/m³;20220204 04:00;20220204 05:00;4.6;4.9;5;5.3;4;4.8;4;3.8;5.5;5.3;3.4;10.268;4.268;4.396;7.637;10.709;2.542;7.178;2.108;6.053;8.916;5.218;6.085;9.259;9.121;6.198;10.64;3.209;13.149;7.048;9.847;13.071;17.716;13.767;17.863
PM2.5;uur;µg/m³;20220204 05:00;20220204 06:00;2.9;3.3;3.3;3.4;3.1;3.2;2.9;3.1;4.6;3.5;3;8.857;4.141;;4.304;6.882;2.829;6.377;0.73;4.7;7.1;6.782;4.581;6.64;8.71;7.032;6.38;1.936;9.494;15.158;15.462;13.972;12.924;14.11;16.589
PM2.5;uur;µg/m³;20220204 06:00;20220204 07:00;2.8;3;2.9;3.1;3;2.9;3;3;3.2;3.2;3;4.991;10.327;3.099;1.447;6.396;3.222;5.887;0.103;4.192;10.141;4.928;3.081;9.533;5.381;7.402;5.054;2.934;9.798;9.425;13.688;6.803;11.62;11.483;15.217
PM2.5;uur;µg/m³;20220204 07:00;20220204 08:00;3.7;4;4.1;4.1;4.3;4.1;4.2;3.7;3.7;4.2;4.7;3.431;7.195;4.753;7;6.382;3.598;1.532;-0.563;9.69;6.978;6.325;2.556;8.611;6.845;5.154;4.983;1.848;6.916;6.611;5.08;7.903;7.261;9.121;6.489
PM2.5;uur;µg/m³;20220204 08:00;20220204 09:00;5;5.4;5.3;6.1;6.2;5.9;6.1;5.6;4.4;6.3;6.5;4.533;6.201;3.519;6.095;8.867;4.028;2.995;1.447;7.268;6.077;6.248;3.786;6.779;6.765;8.527;7.347;5.159;4.078;2.628;3.834;6.873;5.253;7.857;8.243
PM2.5;uur;µg/m³;20220204 09:00;20220204 10:00;4.1;5.4;5.3;5.9;4.9;5.2;4.4;3.9;3.3;6.1;6.2;7.231;4.398;0.875;4.579;11.336;6.163;6.544;3;4.053;7.336;5.669;3.026;7.046;11.003;7.264;5.032;6.537;4.71;3.695;3.396;4.884;5.348;5.102;9.445
PM2.5;uur;µg/m³;20220204 10:00;20220204 11:00;4.9;5.8;5.3;5.7;5.5;5.3;5.4;4.5;3.8;5.9;4.5;5.691;3.922;-0.889;4.182;7.958;6.905;5.136;1.54;2.957;6.166;5.094;5.345;6.222;7.668;4.109;6.693;3.489;6.642;1.455;8.974;3.205;7.696;4.567;6.066
PM2.5;uur;µg/m³;20220204 11:00;20220204 12:00;4.1;4.7;4.5;4.4;4.8;4.7;4.6;4.6;4.1;4.4;4.8;4.403;4.262;0.547;7.429;5.203;5.878;6.448;1.571;2.695;3.396;6.687;5.912;6.569;10.013;4.952;4.817;5.936;6.805;0.749;6.873;3.35;8.534;4.431;4.129
PM2.5;uur;µg/m³;20220204 12:00;20220204 13:00;4.2;4.9;4.4;4.5;4.8;4.6;4.5;3.9;3.9;4.7;4.7;-3.422;2.667;1.837;5.279;4.098;4.799;4.988;2.318;3.136;4.322;7.466;3.478;8.254;9.631;4.181;6.408;4.614;4.318;2.818;1.859;1.851;7.729;2.699;11.287
PM2.5;uur;µg/m³;20220204 13:00;20220204 14:00;4;4.9;4.3;4.6;4.6;4.4;4.6;3.9;4.5;4.3;4.2;-2.688;3.419;3.473;2.586;4.485;1.232;6.879;3.429;6.66;10.65;8.697;1.818;5.701;7.371;5.944;7.603;3.904;2.984;6.254;2.488;4.234;5.193;2.722;8.955
PM2.5;uur;µg/m³;20220204 14:00;20220204 15:00;2.8;3.7;3.4;4.8;3;2.8;2.8;2.1;1.2;3.9;2.5;3.903;7.01;2.99;1.998;6.617;-0.225;6.792;-1.363;4.856;5.252;5.935;6.826;1.859;5.516;4.567;5.302;3.561;3.531;4.799;8.837;2.765;2.892;3.514;5.812
PM2.5;uur;µg/m³;20220204 15:00;20220204 16:00;0.7;0.6;0.3;1.4;0.8;0.7;0.5;0.8;1.1;0.3;2.1;4.679;6.14;0.499;3.353;4.039;-0.509;6.16;-2.453;3.432;0.19;0.255;4.291;2.41;5.763;4.242;5.637;0.024;5.101;4.65;7.671;3.629;3.139;2.385;3.912
PM2.5;uur;µg/m³;20220204 16:00;20220204 17:00;1.2;1.1;0.8;2;1;1.1;1;1.5;2.5;0.5;1.3;-0.35;4.604;1.054;3.132;7.439;-3.409;3.497;0.109;3.745;2.219;0.502;1.682;1.452;4.305;2.597;4.082;-2.369;3.192;2.252;3.066;2.822;2.137;0.797;4.907
PM2.5;uur;µg/m³;20220204 17:00;20220204 18:00;3.3;3.7;2.8;3.7;3.1;3.3;3.5;4.3;4.7;2.7;4.1;-0.563;3.625;0.735;2.604;2.926;-2.616;1.037;1.036;5.126;6.986;5.028;6.287;-2.885;3.717;3.405;4.531;3.887;1.683;2.918;-0.526;-1.822;1.452;2.159;2.567
PM2.5;uur;µg/m³;20220204 18:00;20220204 19:00;6.1;7.1;5.8;5.6;5.1;5.6;5.9;6.4;6.7;5.3;4.6;3.836;2.204;0.38;;0.563;-2.487;-3.607;5.034;7.505;4.216;9.435;9.357;1.089;6.787;5.974;4.579;4.674;4.942;4.162;7.991;0.075;3.237;2.777;-1.37
PM2.5;uur;µg/m³;20220204 19:00;20220204 20:00;5.5;7.5;7;6.5;5.6;6.1;6.1;5.4;5.4;6.5;5.3;6.062;6.687;3.029;6.137;4.307;-3.845;-3.918;6.285;5.916;4.135;10.003;10.523;1.672;7.887;5.177;2.062;9.709;5.362;7.135;5.359;1.97;6.144;4.359;2.527
PM2.5;uur;µg/m³;20220204 20:00;20220204 21:00;4;6.1;5.1;4.8;4;4.8;4.7;3.8;4.6;5.4;4.8;4.347;5.45;3.257;2.977;9.758;1.71;4.507;2.82;5.62;9.19;9.856;9.072;1.395;8.536;6.278;1.896;6.888;6.003;4.262;2.85;2.548;5.12;3.698;4.8
PM2.5;uur;µg/m³;20220204 21:00;20220204 22:00;3.8;5;4.4;3.6;3.7;4;4.1;4;5.1;6.5;3.2;20.891;6.094;3.736;13.179;7.61;1.05;5.723;0.787;4.086;7.959;6.509;7.486;6.75;5.834;3.512;3.533;5.833;6.187;5.736;10.082;3.87;7.698;0.722;6.311
PM2.5;uur;µg/m³;20220204 22:00;20220204 23:00;3.8;4.6;4;3.5;3.6;4;3.7;3.6;4.9;4.3;4;3.288;6.457;4.754;4.661;8.502;2.644;1.808;2.352;3.355;5.01;10.209;10.719;6.103;2.311;4.425;4.863;2.528;4.852;9.337;10.239;3.058;7.391;-0.282;9.229
PM2.5;uur;µg/m³;20220204 23:00;20220205 00:00;3.7;4.2;3.9;3.3;3.9;3.8;3.8;3.9;5.2;5;6.2;4.049;7.539;7.083;5.344;4.936;3.558;7.649;0.795;7.566;6.677;6.936;6.431;7.039;1.115;4.869;4.878;1.5;7.255;3.749;6.232;3.652;3.46;-0.278;7.219
PM2.5;uur;µg/m³;20220205 00:00;20220205 01:00;4;4.5;4.4;3.8;4.1;4;4.2;4.5;5.4;4;5.3;6.001;8.534;4.823;7.854;11.219;7.118;13.776;-0.827;5.058;6.749;8.307;1.889;8.769;2.458;6.055;4.83;0.351;6.977;8.238;4.295;2.959;4.61;-2.04;10.601
PM2.5;uur;µg/m³;20220205 01:00;20220205 02:00;4.6;4.8;4.6;4;4.1;4.3;4.4;4.7;5.1;4.3;5.3;13.473;8.118;6.547;17.079;6.809;5.017;11.13;3.284;4.045;4.89;7.197;-1.359;8.205;4.619;3.813;2.98;1.464;7.576;5.445;4.109;2.315;6.306;-2.519;5.233
PM2.5;uur;µg/m³;20220205 02:00;20220205 03:00;4.3;5.4;5.1;4.3;4.2;4.5;4.4;4.6;5.2;4.4;4.9;9.004;7.035;4.9;6.186;11.189;9.592;9.278;5.606;4.516;3.016;4.51;-0.172;6.333;2.491;11.199;2.067;3.05;7.617;1.11;5.036;5.246;6.369;-0.349;7.093
PM2.5;uur;µg/m³;20220205 03:00;20220205 04:00;4.4;5.1;5.1;4.3;4.8;4.9;5;5.2;5.4;4.5;4.8;7.277;7.249;5.39;14.051;7.93;13.551;11.209;7.112;5.114;4.044;6.801;1.632;7.675;3.626;6.134;4.511;2.879;6.084;-0.463;10.101;5.47;5.979;2.417;13.09
PM2.5;uur;µg/m³;20220205 04:00;20220205 05:00;4.7;5.5;5.4;4.6;4.8;5;5.2;5.5;5.3;4.7;4.8;7.731;8.616;4.022;;9.347;10.64;10.709;3.498;3.36;5.036;5.46;0.702;8.293;6.785;2.192;5.406;4.711;7.408;8.604;6.54;1.975;9.023;3.338;6.828
PM2.5;uur;µg/m³;20220205 05:00;20220205 06:00;4.7;5.9;6.5;5.3;4.8;5;5.1;5;5.3;4.9;4.8;10.454;8.616;0.755;-3.329;7.329;10.964;11.091;-2.723;2.853;8.778;6.385;0.474;9.866;10.111;0.849;6.013;2.318;6.684;5.239;5.278;0.233;6.472;1.324;7.255
PM2.5;uur;µg/m³;20220205 06:00;20220205 07:00;4.6;5.6;5.4;4.9;4.8;5;4.9;5.1;5;4.9;4.5;10.915;3.991;-0.712;2.779;10.356;8.72;9.455;-2.352;3.9;7.822;5.117;0.344;8.551;8.241;0.491;5.288;0.58;5.601;1.543;-0.873;1.111;4.996;-1.282;8.698
PM2.5;uur;µg/m³;20220205 07:00;20220205 08:00;4.8;6.5;6.3;4.9;4.8;5.1;5.3;5.4;5.8;4.9;5.2;10.141;1.528;-0.053;8.356;9.886;8.184;9.964;-0.341;3.33;7.187;5.705;-0.124;7.879;7.508;0.684;9.602;1.217;3.008;3.695;8.053;2.361;4.573;-0.26;10.934
PM2.5;uur;µg/m³;20220205 08:00;20220205 09:00;4.8;6.2;6.2;4.8;5.1;5.4;5.4;5;5.4;5;4.8;11.601;7.179;0.635;9.445;9.161;7.753;10.748;-1.787;4.788;7.711;7.568;9.337;9.651;6.138;1.078;10.552;-0.49;2.11;5.229;17.589;0.868;4.159;0.695;5.427
PM2.5;uur;µg/m³;20220205 09:00;20220205 10:00;5;6;5.7;5;5.2;5.2;5.4;4.9;5.4;5.1;5.1;8.688;10.905;0.124;5.803;8.695;8.284;13.002;-1.735;9.337;10.954;4.135;5.726;7.22;10.915;5.01;6.749;0.821;3.158;13.62;12.179;-3.518;5.185;1.86;4.139
PM2.5;uur;µg/m³;20220205 10:00;20220205 11:00;5.1;6.2;5.7;5;5.3;5.4;5.5;5.3;5.5;5.1;7.5;8.106;9.523;7.007;6.863;8.228;7.172;15.805;-1.51;4.709;8.695;3.322;8.528;9.768;11.16;6.035;7.728;9.033;6.169;10.944;9.033;3.879;7.889;10.16;10.493
PM2.5;uur;µg/m³;20220205 11:00;20220205 12:00;5.2;6.3;5.8;5.3;5.2;5.9;6.2;5.6;6.3;5.3;5.8;8.669;7.455;11.121;13.874;9.19;6.36;12.983;2.023;4.32;9.523;6.061;8.294;8.591;11.689;10.209;12.669;9.739;3.158;17.99;4.427;1.608;4.822;6.252;8.925
PM2.5;uur;µg/m³;20220205 12:00;20220205 13:00;5.2;6.3;5.9;5.6;5.6;5.5;6.1;5.6;5.9;5.6;5.4;9.641;9.847;7.176;17.569;9.337;4.883;10.885;5.549;9.259;9.974;6.636;8.935;8.896;8.014;16.462;8.876;8.014;3.903;;-2.812;1.052;4.731;7.846;8.818
PM2.5;uur;µg/m³;20220205 13:00;20220205 14:00;5.1;5.7;5.5;5.1;5.5;5.3;6;5.5;7.2;5.3;5.1;11.326;8.056;4.948;21.548;7.202;3.361;9.112;2.735;5.711;17.755;13.61;7.909;7.673;9.837;;7.971;5.59;7.611;6.556;17.745;8.284;4.096;12.444;8.097
PM2.5;uur;µg/m³;20220205 14:00;20220205 15:00;5.5;5.9;5.7;5.2;5.8;6;6.7;5.8;8.5;5.2;5.5;5.577;7.649;2.953;7.108;11.836;4.321;8.237;0.46;5.327;12.983;7.312;9.553;8.065;6.508;;7.712;4.322;6.936;9.023;-0.158;3.848;4.036;8.955;6.471
PM2.5;uur;µg/m³;20220205 15:00;20220205 16:00;5.3;6.1;6;5.4;5.7;8.3;6.9;6;9.4;5.3;4.5;3.972;7.614;7.713;7.616;7.265;9.749;12.796;2.761;6.557;10.915;8.355;7.087;7.771;7.059;;10.601;3.206;7.67;9.033;2.154;3.688;7.834;8.156;5.312
PM2.5;uur;µg/m³;20220205 16:00;20220205 17:00;5.9;5.4;5.6;4.4;5.7;5.9;6.9;5.8;9.5;4.5;3.9;5.414;3.648;3.186;9.386;10.582;7.266;10.503;5.32;5.689;9.611;6.918;5.244;8.024;4.634;6.621;9.886;5.484;6.128;6.708;9.7;5.565;8.818;6.091;4.755
PM2.5;uur;µg/m³;20220205 17:00;20220205 18:00;5.8;5.6;5.6;4;5.3;5.7;6.2;5.4;9.4;4.1;4.2;7.929;7.041;-0.071;7.413;7.03;7.379;11.954;7.945;6.901;9.278;5.393;5.488;7.752;3.187;5.692;8.005;3.622;5.761;10.709;10.934;4.845;6.672;3.198;5.906
PM2.5;uur;µg/m³;20220205 18:00;20220205 19:00;5.3;5.8;5.3;4.1;5.6;5.7;7.5;6.1;9;4.3;4.7;5.826;5.146;0.594;8.906;7.906;3.852;14.306;5.039;6.102;9.935;4.241;8.137;11.562;10.19;3.728;12.444;0.314;6.904;10.572;25.233;7.274;6.182;3.48;11.64
PM2.5;uur;µg/m³;20220205 19:00;20220205 20:00;5;5.5;5.3;4.9;5.6;5.6;6.4;6.8;10.5;4.8;5.7;4.367;7.524;7.744;4.424;10.209;2.24;14.639;3.518;2.73;7.283;7.094;6.504;8.857;6.493;6.098;9.033;0.178;6.085;12.669;10.866;5.666;3.6;3.174;7.669
PM2.5;uur;µg/m³;20220205 20:00;20220205 21:00;5.6;6;6;5.9;6.2;6.1;6.6;6.7;10.4;5.5;5.4;6.347;5.804;4.998;10.141;11.072;6.464;10.337;4.643;6.633;15.423;5.547;9.504;10.65;7.116;7.009;9.131;0.354;4.411;7.992;5.242;3.351;7.4;5.883;6.677
PM2.5;uur;µg/m³;20220205 21:00;20220205 22:00;5.9;6.2;6.2;6.1;6.8;6.5;7.2;8;11.6;5.7;5.1;7.028;9.239;2.928;5.483;9.974;6.204;10.846;4.66;5.108;13.6;2.96;7.02;10.043;7.987;8.058;10.092;1.794;5.26;4.981;9.729;2.752;8.632;6.772;10.425
PM2.5;uur;µg/m³;20220205 22:00;20220205 23:00;6.7;6.6;6.5;6.7;7.1;6.9;8;7.6;11.8;5.8;4.9;7.963;6.767;1.938;4.179;8.71;5.181;8.223;4.143;6.606;13.228;7.403;8.203;9.121;7.894;4.9;7.106;3.247;5.933;5.118;5.529;2.215;6.088;5.277;5.502
PM2.5;uur;µg/m³;20220205 23:00;20220206 00:00;7;6.7;6.6;5.8;8.1;7.6;9;8.8;12.8;5.4;5.4;6.328;6.923;0.944;4.561;9.366;4.801;15.325;3.598;5.044;12.238;6.689;7.25;10.444;6.734;6.974;7.309;2.886;5.085;5.174;2.436;2.265;6.226;5.004;5.702
PM2.5;uur;µg/m³;20220206 00:00;20220206 01:00;8.3;8.2;7.9;6.4;8.9;8.8;9.9;9.2;13.7;6.4;6;6.462;9.474;2.182;7.052;8.61;9.729;11.562;5.127;6.248;12.101;7.593;8.127;10.425;6.263;7.021;6.433;2.064;3.467;7.592;9.641;7.033;7.854;4.694;8.253
PM2.5;uur;µg/m³;20220206 01:00;20220206 02:00;9.1;8.8;8.9;7.2;9.3;9.2;10.6;10.1;14.5;7.5;5.9;8.876;9.141;3.63;4.627;9.425;7.302;7.095;5.087;5.59;11.356;6.099;9.239;11.023;5.733;7.275;5.232;3.726;1.526;9.651;6.161;6.118;10.268;2.541;8.837
PM2.5;uur;µg/m³;20220206 02:00;20220206 03:00;10.2;10.5;10.6;9.4;12.1;11.4;13.5;11.4;15.6;9.4;6.1;7.771;9.298;3.794;5.009;7.145;4.588;5.724;14.678;6.699;15.658;11.258;10.562;13.894;11.307;7.76;6.957;5.565;1.938;4.758;7.56;3.399;10.454;5.217;8.461
PM2.5;uur;µg/m³;20220206 03:00;20220206 04:00;9.2;9.6;9.9;8.8;11;10.8;12.3;10.9;14.7;8.9;5.2;6.95;8.686;-2.03;5.307;5.056;7.871;7.235;8.664;10.954;12.306;10.337;13.404;13.247;6.486;8.682;6.591;4.834;4.907;2.988;6.368;4.417;7.961;4.517;4.874
PM2.5;uur;µg/m³;20220206 04:00;20220206 05:00;9.2;9.3;9.2;7.9;10.6;10.7;12;10.7;13.9;8.3;4.9;5.851;8.798;-1.179;3.773;3.507;4.799;5.293;8.018;8.666;9.837;9.386;8.229;12.169;5.475;7.674;7.843;4.792;6.169;;4.958;3.254;6.307;2.314;2.807
PM2.5;uur;µg/m³;20220206 05:00;20220206 06:00;10.9;10.7;10.8;9.4;11.7;12.4;13.1;12.1;14.1;9.8;3.4;4.069;8.245;3.929;1.841;4.488;5.77;6.538;7.57;8.133;10.239;11.336;9.621;9.484;11.366;8.72;11.895;7.101;3.056;37.561;2.266;1.653;2.42;2.574;7.577
PM2.5;uur;µg/m³;20220206 06:00;20220206 07:00;10.9;10.6;10.6;9.8;11.4;12.1;13;11;14.1;10;4.2;5.923;4.955;1.641;-0.264;5.381;2.974;4.464;10.797;7.187;10.043;14.257;13.414;8.994;8.621;7.666;9.004;8.404;3.486;29.878;3.549;-0.9;2.421;3.116;5.736
PM2.5;uur;µg/m³;20220206 07:00;20220206 08:00;10.9;10.7;11;9.9;11.8;12.4;13.6;11.7;14.6;10.3;4.4;5.688;3.482;2.481;10.905;6.811;0.875;5.354;10.885;8.152;14.021;15.609;14.962;22.792;6.112;10.366;5.932;9.357;4.499;29.319;6.05;-3.434;4.613;1.909;5.244
PM2.5;uur;µg/m³;20220206 08:00;20220206 09:00;10.1;10.6;10.8;9.9;12;11.6;13.5;10.5;14.7;10;4.4;5.56;3.945;1.237;5.569;4.349;1.355;7.149;6.76;6.313;14.845;16.119;10.464;6.097;12.297;7.93;9.249;6.518;4.778;19.411;3.936;-4.702;2.923;2.035;4.777
PM2.5;uur;µg/m³;20220206 09:00;20220206 10:00;7.4;7.4;7.5;6.9;8.3;7.8;9.1;8.2;13.8;6.7;3;3.828;3.933;-4.323;0.712;4.911;1.531;7.017;3.707;9.268;14.443;2.208;6.88;15.031;10.572;3.97;6.938;4.681;3.889;36.444;-0.361;-1.49;7.386;1.909;5.398
PM2.5;uur;µg/m³;20220206 10:00;20220206 11:00;6.2;5.5;5.3;5.1;6.1;5.8;6.8;6.7;13;4.4;2.4;1.179;5.894;1.406;-0.634;6.612;1.297;3.947;3.782;6.048;3.622;5.517;8.798;6.022;5.106;1.78;2.822;2.189;3.731;9.533;1.234;1.129;6.058;1.515;4.001
PM2.5;uur;µg/m³;20220206 11:00;20220206 12:00;6.8;6.1;6.1;5.8;7;6.7;7.9;8.5;12.5;4.9;2.2;3.034;6.055;2.766;1.142;4.013;-0.419;4.717;6.146;4.539;4.381;6.404;5.718;3.494;3.55;0.636;2.926;1.069;1.677;5.92;5.67;-0.945;1.979;0.14;2.15
PM2.5;uur;µg/m³;20220206 12:00;20220206 13:00;5;5.9;5.5;4.7;5;4.9;6.9;7.6;8.3;4.7;5.3;2.532;4.18;-0.956;6.144;3.666;2.752;5.421;2.377;3.142;5.393;4.371;6.744;1.754;3.777;1.123;7.165;1.269;5.177;2.519;2.463;-1.963;5.232;0.366;2.412
PM2.5;uur;µg/m³;20220206 13:00;20220206 14:00;4.3;5.6;4.9;4.5;4.4;4.8;5;3.9;4;4.2;2.3;2.066;2.692;7.041;9.023;6.202;1.283;7.452;-0.548;5.356;4.127;6.341;3.814;3.306;3.267;2.78;5.483;0.475;4.96;2.304;1.105;0.635;4.002;0.976;4.716
PM2.5;uur;µg/m³;20220206 14:00;20220206 15:00;3.2;4.1;3.3;3;2.8;3.2;3;3.2;3.6;3;1.6;3.88;0.933;4.371;9.749;4.265;0.246;4.234;1.139;4.213;4.221;4.87;5.36;5.254;6.469;5.334;5.615;-1.079;0.877;1.641;8.044;0.585;3.862;1.488;2.424
PM2.5;uur;µg/m³;20220206 15:00;20220206 16:00;10.2;3.8;3.1;2.4;2.5;2.7;3.2;3.8;3.8;2.5;1.6;7.442;-0.942;0.215;10.17;3.166;3.23;3.151;1.788;4.978;7.294;5.36;4.245;7.437;4.7;3.23;2.908;-0.194;-0.106;3.45;9.092;2.347;5.602;1.114;3.617
PM2.5;uur;µg/m³;20220206 16:00;20220206 17:00;10.7;4.6;4;3.6;3.6;3.8;4;3.7;4.6;3.8;2;4.112;-3.187;-1.166;4.838;2.414;2.103;2.269;2.358;6.619;5.935;5.599;4.564;5.704;2.695;2.511;5.613;2.515;1.552;2.14;3.714;2.288;3.576;-0.647;2.497
PM2.5;uur;µg/m³;20220206 17:00;20220206 18:00;3.6;2.5;2.1;2;2.8;2.3;2.2;3.9;5.9;1.7;2.1;3.478;5.825;3.141;4.893;8.427;-1.141;2.065;1.349;3.861;3.972;5.74;5.333;3.65;5.669;4.088;5.581;1.499;0.504;0.993;-0.26;1.266;2.073;-1.223;-0.484
PM2.5;uur;µg/m³;20220206 18:00;20220206 19:00;4.9;3.7;3.6;3.4;4.1;4.4;4.6;5.3;5.8;3;3.9;5.018;4.667;4.567;4.394;6.879;-0.893;5.946;0.627;2.609;-0.449;5.714;5.328;3.523;4.011;3.053;5.023;-3.198;3.687;2.142;0.989;-1.211;2.061;-0.082;-1.537
PM2.5;uur;µg/m³;20220206 19:00;20220206 20:00;4;3.9;4.1;4;5;4.6;4.3;4.7;6.6;3.8;4.7;6.605;2.881;5.788;3.028;4.663;1.354;3.61;3.385;5.928;1.097;4.556;5.491;9.719;6.361;2.82;8.43;0.064;5.971;2.142;5.262;1.351;2.159;2.127;-1.276
PM2.5;uur;µg/m³;20220206 20:00;20220206 21:00;4.1;4.3;4;3.8;4.6;4.6;4.7;5;7.5;3.9;4.6;6.055;1.121;3.186;2.715;3.984;1.073;1.971;5.148;6.646;2.138;6.672;5.543;6.992;9.327;3.651;6.677;4.689;4.152;4.26;6.051;2.744;4.281;2.696;6.471
PM2.5;uur;µg/m³;20220206 21:00;20220206 22:00;4.4;4.3;4.3;3.8;5.1;5;5;5.7;8.7;5.1;5.6;8.553;3.476;-0.213;2.265;5.132;0.448;3.018;4.491;3.989;1.871;8.659;5.355;2.589;6.545;3.487;5.23;2.862;2.9;4.455;4.541;4.223;5.976;6.075;5.481
PM2.5;uur;µg/m³;20220206 22:00;20220206 23:00;4.9;5.2;5.4;4.9;5.8;5.5;5.7;6.2;8.4;5.6;5;7.133;6.945;-0.014;5.099;7.394;-0.034;9.239;5.236;3.638;2.269;6.209;6.741;-2.463;9.425;5.548;5.988;1.108;3.061;7.317;4.732;1.845;7.026;5.735;6.904
PM2.5;uur;µg/m³;20220206 23:00;20220207 00:00;5.3;4.8;4.9;4.6;5;5.1;5.1;6.9;8.6;4.4;5.3;4.602;2.938;2.115;4.067;4.494;0.973;10.288;3.558;5.22;0.913;4.101;4.324;-0.196;10.072;4.74;6.014;2.551;2.169;5.255;4.941;0.737;4.511;4.029;6.82
PM2.5;uur;µg/m³;20220207 00:00;20220207 01:00;6.2;6.4;6.6;6;6.6;6.7;6.7;7.3;8.6;6.2;5.3;6.079;1.689;2.729;6.664;7.354;1.244;7.153;2.989;6.483;4;7.789;9.631;10.934;11.405;5.044;7.792;4.077;3.582;3.32;1.182;0.611;5.734;2.108;2.016
PM2.5;uur;µg/m³;20220207 01:00;20220207 02:00;6.2;6.4;6.7;4.9;6.5;6.7;6.7;7.6;9.6;5.6;5;6.518;2.033;3.266;6.462;7.38;0.86;8.406;5.3;7.01;6.438;10.552;9.582;12.463;9.2;4.204;6.937;4.099;8.057;6.853;4.95;0.036;6.376;1.809;1.869
