Datum export;20230125 17:07;;;StationsCode;NL01485;NL01487;NL01488;NL01489;NL01491;NL01493;NL01494;NL01495;NL01496;NL01912;NL01913;NL10131;NL10136;NL10138;NL10230;NL10240;NL10241;NL10247;NL10404;NL10418;NL10444;NL10448;NL10449;NL10538;NL10636;NL10641;NL10643;NL10644;NL10738;NL10741;NL10742;NL10821;NL10934;NL10937;NL10938
PM2.5;uur;µg/m³;20220201 16:00;20220201 17:00;5.5;6.7;5.1;4.9;5.1;5.1;5.2;6;6.4;4.8;4.1;18.275;9.043;12.306;8.002;10.435;3.3;3.691;5.397;6.634;9.484;3.205;4.826;10.915;8.123;5.958;8.837;3.434;3.781;3.95;6.069;4.266;11.64;3.472;9.308
PM2.5;uur;µg/m³;20220201 17:00;20220201 18:00;6.4;6.6;5.8;5.4;6.4;6.7;6.2;6.6;9.7;5.5;4.5;4.987;10.974;5.757;7.467;7.365;0.073;4.814;6.769;9.513;9.092;2.614;7.719;9.896;10.67;6.996;7.465;5.867;7.694;2.978;8.053;5.153;14.286;7.164;13.767
PM2.5;uur;µg/m³;20220201 18:00;20220201 19:00;6.6;6.8;6.6;6.1;7;7.5;7;7.3;9.1;6.4;4.6;12.885;8.447;5.522;4.307;6.171;0.055;5.755;7.853;7.301;9.21;7.673;4.478;10.748;10.327;9.151;11.189;4.164;4.792;8.592;7.064;4.403;10.68;11.875;10.729
PM2.5;uur;µg/m³;20220201 19:00;20220201 20:00;7.2;8;7.4;7.1;8.1;8.2;7.9;7.7;9.8;7.2;4.6;11.258;9.523;11.375;4.214;6.888;3.913;4.795;10.405;4.685;14.061;7.276;5.434;14.521;8.213;7.55;6.328;6.988;5.47;16.618;23.018;7.555;10.484;9.082;12.091
PM2.5;uur;µg/m³;20220201 20:00;20220201 21:00;7.8;8.4;8.3;7.7;8.9;9.3;8.9;9.2;10.6;7.8;4.8;14.639;11.003;5.618;5.023;8.769;1.98;10.405;10.954;7.49;11.758;11.081;3.83;14.306;7.291;7.15;8.195;6.826;6.915;10.513;6.348;5.03;8.916;5.066;9.484
PM2.5;uur;µg/m³;20220201 21:00;20220201 22:00;9.6;11.4;10.4;9.3;10.8;11;11.1;10.8;15.7;10.7;5.3;8.235;7.843;9.2;7.406;8.565;1.154;8.481;8.798;7.439;10.199;7.267;11.199;12.15;18.569;15.305;8.965;6.977;10.425;9.984;11.199;11.944;16.148;8.044;13.708
PM2.5;uur;µg/m³;20220201 22:00;20220201 23:00;11.2;12.9;12.4;11.3;12.8;13.2;13.1;13;18.5;12;5.7;9.817;7.368;9.788;8.371;8.349;6.565;10.895;11.483;10.925;15.423;16.54;7.898;13.139;11.424;16.609;10.082;13.247;8.223;9.837;9.455;9.513;12.385;11.297;8.818
PM2.5;uur;µg/m³;20220201 23:00;20220202 00:00;11.7;12.8;13;12.2;13.3;13.4;13.7;12.9;18;12.5;6.1;11.924;8.565;8.479;8.35;7.345;7.8;12.091;13.286;9.758;15.619;10.974;9.954;17.04;15.854;16.756;14.707;7.314;10.043;13.786;11.473;7.511;8.407;6.135;9.719
PM2.5;uur;µg/m³;20220202 00:00;20220202 01:00;11.6;13.4;12;11.7;12.6;12.8;12.7;12.2;13.1;11.8;6.5;11.356;8.589;3.934;14.609;7.413;6.294;13.12;12.277;11.277;16.609;13.326;11.268;18.706;19.196;12.698;17.059;15.05;14.541;7.881;10.317;11.13;10.15;3.615;7.695
PM2.5;uur;µg/m³;20220202 01:00;20220202 02:00;11.7;12.1;11.9;10.9;12;12.2;12.3;12.5;15.6;11.2;6;15.717;17.863;3.731;7.146;7.495;5.931;10.689;9.611;10.366;7.577;9.288;9.121;14.747;12.767;13.6;14.002;14.443;12.855;15.521;22.538;12.081;9.768;7.478;8.546
PM2.5;uur;µg/m³;20220202 02:00;20220202 03:00;11.9;12.5;12.7;11.8;12.7;12.7;13;12.1;16.2;12;4.6;13.659;7.764;5.424;9.954;6.728;3.456;7.258;13.855;13.169;10.033;12.473;7.459;18.941;12.983;14.815;17.657;3.837;16.55;11.64;16.04;11.356;8.778;5.234;9.66
PM2.5;uur;µg/m³;20220202 03:00;20220202 04:00;11.5;12.3;12.3;11.8;12.5;12.7;12.6;12.1;16.2;12.1;4.4;13.12;7.909;5.871;8.984;12.238;5.764;8.226;9.876;10.356;14.521;9.543;5.843;17.422;15.962;11.679;18.275;5.443;15.011;14.012;8.558;5.937;10.601;2.347;12.199
PM2.5;uur;µg/m³;20220202 04:00;20220202 05:00;11.3;11.8;11.6;11;11.9;12.2;12.4;12.2;16.4;11.3;4.3;9.69;7.758;11.121;8.609;11.591;6.615;9.259;7.788;10.268;11.62;10.934;8.586;9.278;15.589;18.079;14.992;9.033;12.14;15.511;22.596;7.206;6.859;1.757;9.239
PM2.5;uur;µg/m³;20220202 05:00;20220202 06:00;11.9;12.7;12.4;11.7;12.5;12.9;12.8;12.2;15.6;12.1;3.8;13.796;8.798;5.521;7.599;13.894;5.086;14.727;9.582;9.033;10.944;9.494;7.868;7.071;13.012;17.363;11.973;5.979;11.954;7.167;17.255;9.141;9.474;4.467;13.62
PM2.5;uur;µg/m³;20220202 06:00;20220202 07:00;11.4;11.9;12.1;11.6;11.7;12;12;11.5;13.3;11.6;4.3;9.553;7.583;4.977;8.014;13.522;4.333;13.904;7.927;10.425;15.727;13.394;4.089;9.357;16.756;9.21;14.345;12.61;13.473;6.879;15.188;6.695;11.66;6.012;8.69
PM2.5;uur;µg/m³;20220202 07:00;20220202 08:00;10.4;11.6;11.9;11.1;11.1;11.6;11.4;9.3;10.9;11.3;4.4;10.67;14.433;14.384;5.034;9.161;6.276;14.619;10.934;9.033;6.029;10.68;3.939;6.431;13.277;10.503;16.354;9.778;15.207;11.336;8.49;3.53;8.925;2.85;12.424
PM2.5;uur;µg/m³;20220202 08:00;20220202 09:00;7.8;9.3;9.2;9.8;8.7;9.2;8.6;6.9;8.1;9.8;3.2;13.041;6.865;7.308;2.988;10.425;9.121;9.043;6.491;6.325;5.408;10.111;4.481;2.476;15.727;8.984;15.854;6.181;16.893;8.354;13.139;1.252;12.796;5.773;12.424
PM2.5;uur;µg/m³;20220202 09:00;20220202 10:00;7.1;6.9;6.6;7.2;6.2;6.3;6.6;6.1;8.5;7.3;2.3;12.052;13.659;6.955;9.053;10.209;7.326;11.405;3.367;5.144;13.816;10.464;8.524;8.247;13.845;12.208;14.306;8.886;7.491;14.188;14.717;4.739;12.483;7.583;12.542
PM2.5;uur;µg/m³;20220202 10:00;20220202 11:00;7.4;6.5;6.2;6.6;5.9;6;6.3;6.5;8.4;6.6;2.7;14.041;8.66;8.624;8.697;11.709;6.154;10.111;1.525;5.045;9.435;6.905;4.281;16.334;12.316;9.866;20.774;7.283;8.131;19.264;14.178;7.463;6.693;7.304;10.16
PM2.5;uur;µg/m³;20220202 11:00;20220202 12:00;6.8;6.5;5.9;6.5;5.8;5.8;5.6;4.8;10.4;6.6;1.1;15.139;13.404;8.46;10.915;8.945;3.691;10.738;2.353;7.63;6.582;7.031;1.856;13.443;15.805;;14.962;9.856;14.933;14.521;1.705;5.093;8.808;5.198;9.464
PM2.5;uur;µg/m³;20220202 12:00;20220202 13:00;4.6;6.5;5.8;6.3;4.8;5.4;4.8;4.8;11.2;6.3;1.5;11.375;10.101;10.111;9.406;8.935;4.443;11.287;5.062;8.818;-0.092;5.379;4.268;10.18;7.003;1.387;11.542;7.499;15.05;15.707;8.451;4.255;8.189;8.808;10.915
PM2.5;uur;µg/m³;20220202 13:00;20220202 14:00;4.1;7.8;6;6.3;4.9;5.6;4.8;3.8;5.9;6.2;23.6;8.119;14.688;4.568;6.438;10.346;3.294;13.776;6.326;6.422;2.876;12.11;14.021;4.732;13.041;12.395;11.091;6.522;7.76;9.817;9.827;5.484;7.607;6.611;9.807
PM2.5;uur;µg/m³;20220202 14:00;20220202 15:00;5.3;7.1;8.7;6.7;4.8;4.9;4.7;4.2;6.4;6.4;2.7;8.21;12.894;9.504;7.018;10.915;2.201;10.16;2.086;5.996;18.716;8.223;-2.19;1.294;11.268;11.268;9.866;8.71;6.875;10.435;7.705;7.014;5.057;2.671;8.579
PM2.5;uur;µg/m³;20220202 15:00;20220202 16:00;4.9;6.6;5.3;6.3;4.2;4.8;4.7;4.9;4.7;5.9;3.9;6.977;8.52;6.014;6.355;8.023;3.303;10.209;-3.309;6.272;9.945;8.896;6.275;8.788;13.208;10.15;12.728;5.591;8.759;15.256;8.662;7.477;4.709;1.67;4.543
PM2.5;uur;µg/m³;20220202 16:00;20220202 17:00;3.1;7.2;5.7;5.8;4.4;5.4;4.5;5.3;4.2;5.1;3.8;13.179;6.568;4.502;5.372;6.706;2.407;10.709;1.132;9.19;11.317;9.807;6.386;5.404;11.179;13.845;12.218;2.636;12.306;-0.356;10.885;3.706;5.926;4.707;2.823
PM2.5;uur;µg/m³;20220202 17:00;20220202 18:00;2.7;3.9;3.1;3.2;4.8;5.6;6.5;4.1;3.5;2.8;4;9.141;7.226;4.384;2.501;8.307;1.964;6.062;2.874;5.474;6.563;8.343;2.998;4.274;14.423;9.151;8.034;4.56;10.464;4.939;19.029;2.042;5.557;5.386;2.521
PM2.5;uur;µg/m³;20220202 18:00;20220202 19:00;2.9;4.9;3.3;3;6.2;5.6;7.4;4.4;4.7;3;3.7;9.798;8.086;1.423;6.01;9.719;6.127;3.88;0.366;5.186;4.995;10.121;0.546;4.449;11.846;6.144;6.961;5.176;12.061;12.6;26.467;1.765;6.019;3.996;0.207
PM2.5;uur;µg/m³;20220202 19:00;20220202 20:00;6.1;6.8;6.4;5.8;7.7;8.1;7.3;8.9;8.3;6.1;7;9.082;8.906;0.485;4.998;11.816;6.302;14.6;2.797;4.633;6.481;12.365;-0.029;5.264;11.395;4.793;8.769;4.443;16.158;14.756;14.884;27.526;7.701;6.465;7.182
PM2.5;uur;µg/m³;20220202 20:00;20220202 21:00;6.6;8;7.8;8.4;8.9;10.1;8.7;8.9;6;8.2;8.1;10.542;10.18;14.874;16.187;11.13;8.081;20.009;4.832;9.043;6.478;18.206;1.2;5.569;10.964;6.838;14.756;7.087;11.375;9.69;-1.504;29.78;5.183;8.382;9.729
PM2.5;uur;µg/m³;20220202 21:00;20220202 22:00;5.9;7.3;7.1;8.1;7.8;6.8;11.1;7.6;4.9;8.3;10.7;11.777;10.758;7.99;5.963;13.12;6.545;21.773;1.37;7.237;7.257;17.432;5.402;5.839;16.471;8.088;14.913;6.549;13.022;9.513;11.395;7.292;4.858;8.867;13.169
PM2.5;uur;µg/m³;20220202 22:00;20220202 23:00;6.4;7.5;7.6;8.3;7;6.1;9.9;5.6;4.6;8.4;12.3;19.421;13.032;4.198;17.804;15.06;9.915;22.763;-1.479;4.85;4.448;8.496;4.029;7.331;12.551;15.482;16.187;3.316;14.119;13.316;27.467;15.433;8.955;14.56;14.257
PM2.5;uur;µg/m³;20220202 23:00;20220203 00:00;11;10.3;10.1;9.9;9.6;9.3;13;8.8;8.8;10.4;13.3;21.45;6.661;13.061;10.65;16.207;11.238;24.086;-0.271;11.709;4.403;6.879;6.114;9.131;10.768;7.505;16.746;4.241;15.423;15.413;27.242;7.587;7.324;8.64;9.602
PM2.5;uur;µg/m³;20220203 00:00;20220203 01:00;11.8;12.7;12.6;12.5;11.4;11.4;11.9;11.9;11.6;12.7;11.2;28.535;15.697;5.332;25.968;21.028;17.638;19.245;2.587;13.228;6.783;8.014;7.597;13.865;12.022;12.395;16.011;10.415;14.374;12.767;-1.855;11.14;4.907;8.49;8.798
PM2.5;uur;µg/m³;20220203 01:00;20220203 02:00;13.7;14.6;14.7;16.3;12;12.6;13.1;12.2;13;17.5;7.5;20.323;11.718;1.771;27.996;19.48;13.541;16.824;9.954;16.324;6.192;11.121;13.688;2.073;15.795;11.571;18.245;10.317;13.218;23.077;10.297;14.864;6.177;8.778;12.101
PM2.5;uur;µg/m³;20220203 02:00;20220203 03:00;13.8;17;17.3;17.5;13.7;14.9;13.8;11.7;12.6;17.8;4.6;17.922;11.042;8.916;24.899;21.763;6.925;14.639;9.415;16.471;7.531;15.825;12.003;6.079;16.432;10.66;18.039;13.786;19.392;24.89;26.409;5.116;6.274;8.55;9.19
PM2.5;uur;µg/m³;20220203 03:00;20220203 04:00;9.6;11.3;11.7;12.7;9.7;10.4;9.7;8.7;10.7;12.8;4.2;14.835;6.413;4.543;11.552;9.023;5.55;9.807;8.236;6.716;8.788;15.099;10.797;10.033;19.147;19.617;16.775;13.522;20.842;28.986;26.32;15.54;10.278;10.748;10.268
PM2.5;uur;µg/m³;20220203 04:00;20220203 05:00;7.8;9.2;9.3;9.7;7.6;8.3;8.1;6.5;6.8;9.9;4.7;10.67;6.266;1.36;6.016;11.199;7.05;9.308;5.362;9.768;13.306;6.707;10.013;9.043;12.992;11.973;17.353;12.022;24.38;25.683;22.116;17.51;10.317;11.669;10.65
PM2.5;uur;µg/m³;20220203 05:00;20220203 06:00;5.5;6.4;6.4;5.9;6.4;6.9;6.2;6.1;5.6;6.2;6.3;6.663;5.501;2.976;4.949;8.065;3.359;4.369;4.204;9.415;8.021;6.957;5.94;16.648;7.752;6.972;14.217;6.572;13.492;9.131;15.325;27.712;8.965;12.61;15.981
PM2.5;uur;µg/m³;20220203 06:00;20220203 07:00;4.8;5.8;5.7;5.1;5.5;5.3;5.4;5.1;5.3;5.3;8.3;5.836;5.817;0.745;7.331;6.308;2.788;7.793;5.317;6.411;9.807;7.229;6.345;11.542;9.406;7.448;11.405;5.023;8.145;9.729;14.237;19.333;9.798;9.739;14.825
PM2.5;uur;µg/m³;20220203 07:00;20220203 08:00;5.4;5.9;5.6;5.7;5.9;5.5;6.1;6.1;5.9;5.9;9.7;9.876;4.878;2.17;8.087;9.631;4.488;12.855;2.702;3.139;10.346;6.566;8.556;10.856;10.111;6.506;11.591;7.164;7.691;7.541;12.463;11.493;20.225;11.983;15.119
PM2.5;uur;µg/m³;20220203 08:00;20220203 09:00;7.3;8.5;8.1;7.9;8.1;7.6;8.5;7.4;7.9;8.3;10.7;7.965;9.768;7.386;12.424;8.739;6.747;9.396;3.326;5.896;8.788;8.628;7.807;7.187;11.248;8.906;8.62;4.726;4.419;9.484;8.491;6.989;13.492;16.021;14.776
PM2.5;uur;µg/m³;20220203 09:00;20220203 10:00;8.7;10.1;10;10.3;9;9.2;9.2;9.3;6.9;10.8;9.3;7.126;8.464;6.714;13.796;12.493;9.553;9.053;2.545;7.226;7.829;7.858;9.239;9.043;7.008;7.054;10.464;7.098;6.803;14.541;9.925;6.395;13.051;12.757;17.001
PM2.5;uur;µg/m³;20220203 10:00;20220203 11:00;7.7;11.4;10.7;9.9;8.9;9.8;8.8;7;7.5;10.2;11.6;11.023;7.509;6.932;7.191;11.709;7.816;7.446;-0.28;9.651;6.891;10.17;7.129;9.562;7.249;7.444;12.297;6.295;7.544;14.159;10.092;4.775;12.257;8.221;5.002
PM2.5;uur;µg/m³;20220203 11:00;20220203 12:00;7.4;8.2;7.8;7.8;7.4;7.9;7.6;5.8;6.6;7.9;10.8;8.955;5.434;1.918;9.69;9.827;6.313;8.827;1.052;8.798;7.108;8.113;13.58;7.004;7.527;7.136;13.433;4.425;13.188;13.208;10.67;8.037;10.758;13.188;11.405
PM2.5;uur;µg/m³;20220203 12:00;20220203 13:00;10.5;10.9;10;11.3;10.1;10;10.8;8.4;8.1;11.7;9.3;4.803;5.891;-2.352;7.779;11.062;7.393;10.239;4.292;5.711;6.851;11.963;;7.178;8.545;11.189;13.012;8.104;11.101;7.969;12.453;5.709;5.386;9.837;11.209
PM2.5;uur;µg/m³;20220203 13:00;20220203 14:00;10.8;11.5;10.7;11.7;10.1;11.6;10.6;8.6;8.2;12.1;10;5.206;8.167;0.484;9.905;11.16;8.916;7.636;5.946;9.68;8.043;10.405;;6.63;7.985;9.455;15.011;7.443;9.102;7.943;10.258;2.759;3.397;8.199;6.142
PM2.5;uur;µg/m³;20220203 14:00;20220203 15:00;8.3;9.6;9.1;8.8;8.9;10;8.6;8.4;9.5;9;11.4;11.277;8.507;8.62;7.269;10.983;10.846;6.961;3.385;10.19;5.283;10.386;7.457;5.452;12.532;7.606;10.346;5.111;11.405;8.666;7.157;5.011;5.506;7.835;6.96
PM2.5;uur;µg/m³;20220203 15:00;20220203 16:00;6.7;8.6;7.9;8;8.1;8.1;8.1;9.4;10.3;8.1;10.9;9.19;7.959;11.669;7.397;10.797;8.066;10.484;7.607;8.527;5.904;10.337;3.764;3.034;12.806;9.641;10.229;5.235;7.41;6.472;9.347;5.621;5.204;6.589;3.523
PM2.5;uur;µg/m³;20220203 16:00;20220203 17:00;6.3;7.8;7.4;8.4;6.9;7.2;7.2;8.7;8.1;8.4;9.3;6.934;5.853;8.419;6.387;11.748;7.603;10.65;6.498;5.967;6.963;10.866;4.093;4.605;9.945;10.17;7.732;8.916;9.69;5.407;10.288;6.075;5.097;3.914;3.89
